#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 08 23 03 34 310 12.4 16.5    MM    MM    MM  MM 1003.9   8.1    MM   6.9   MM   MM    MM
2023 08 23 03 24 280  9.3 12.9    MM    MM    MM  MM 1004.1   9.4    MM   7.6   MM   MM    MM
2023 08 23 03 14 270  9.3 12.9    MM    MM    MM  MM 1003.9   9.5    MM   7.7   MM   MM    MM
2023 08 23 03 04 270  8.8 11.8    MM    MM    MM  MM 1003.6   9.7    MM   7.8   MM   MM    MM
2023 08 23 02 54 270  8.2 11.3    MM    MM    MM  MM 1003.4  10.0    MM   7.7   MM   MM    MM
2023 08 23 02 44 270  7.7 11.8    MM    MM    MM  MM 1003.2  10.0    MM   7.8   MM   MM    MM
2023 08 23 02 34 270  6.2  9.3    MM    MM    MM  MM 1003.1   9.9    MM   8.1   MM   MM    MM
2023 08 23 02 24 260  5.7  8.8    MM    MM    MM  MM 1003.1   9.7    MM   8.3   MM   MM    MM
2023 08 23 02 14 260  4.1  5.7    MM    MM    MM  MM 1003.0   9.5    MM   8.6   MM   MM    MM
2023 08 23 02 04 260  5.7  7.7    MM    MM    MM  MM 1003.2   9.4    MM   8.5   MM   MM    MM
2023 08 23 01 54 260  6.2  9.3    MM    MM    MM  MM 1003.3   9.5    MM   8.4   MM   MM    MM
2023 08 23 01 44 260  5.7  7.7    MM    MM    MM  MM 1003.0   9.3    MM   8.5   MM   MM    MM
2023 08 23 01 34 260  5.1  6.7    MM    MM    MM  MM 1002.9   9.3    MM   8.6   MM   MM    MM
2023 08 23 01 24 260  5.1  7.7    MM    MM    MM  MM 1003.1   9.4    MM   8.5   MM   MM    MM
2023 08 23 01 14 260  6.7  9.3    MM    MM    MM  MM 1003.1   9.9    MM   8.2   MM   MM    MM
2023 08 23 01 04 260  7.2 10.8    MM    MM    MM  MM 1003.2  10.4    MM   8.2   MM   MM    MM
2023 08 23 00 54 270  6.2  8.2    MM    MM    MM  MM 1003.1  10.6    MM   8.1   MM   MM    MM
2023 08 23 00 44 270  6.7 10.3    MM    MM    MM  MM 1003.1  10.8    MM   7.7   MM   MM    MM
2023 08 23 00 34 280  6.2  8.2    MM    MM    MM  MM 1003.0  10.9    MM   8.2   MM   MM    MM
2023 08 23 00 24 280  6.7  9.3    MM    MM    MM  MM 1003.1  11.0    MM   8.4   MM   MM    MM
2023 08 23 00 14 280  8.2 10.8    MM    MM    MM  MM 1003.2  11.4    MM   8.5   MM   MM    MM
2023 08 22 23 54 280  8.2 11.3    MM    MM    MM  MM 1003.1  11.9    MM   9.1   MM   MM    MM
2023 08 22 23 44 260  7.2  9.3    MM    MM    MM  MM 1003.1  12.0    MM   9.0   MM   MM    MM
2023 08 22 23 34 260  6.7  9.3    MM    MM    MM  MM 1003.1  12.0    MM   8.9   MM   MM    MM
2023 08 22 23 24 270  5.7  7.7    MM    MM    MM  MM 1003.0  12.2    MM   9.8   MM   MM    MM
2023 08 22 23 14 260  5.1  7.2    MM    MM    MM  MM 1002.8  12.4    MM   9.7   MM   MM    MM
2023 08 22 23 04 260  5.7  8.2    MM    MM    MM  MM 1002.8  12.4    MM   9.3   MM   MM    MM
2023 08 22 22 54 260  6.2  7.7    MM    MM    MM  MM 1002.9  12.5    MM   9.3   MM   MM    MM
2023 08 22 22 44 260  5.1  7.7    MM    MM    MM  MM 1002.8  12.6    MM   9.7   MM   MM    MM
2023 08 22 22 34 260  5.7  7.2    MM    MM    MM  MM 1002.8  12.8    MM   9.7   MM   MM    MM
2023 08 22 22 24 260  5.1  7.2    MM    MM    MM  MM 1002.8  13.2    MM   9.5   MM   MM    MM
2023 08 22 22 14 240  5.7  7.2    MM    MM    MM  MM 1002.8  13.5    MM   8.8   MM   MM    MM
2023 08 22 22 04 240  4.6  6.2    MM    MM    MM  MM 1002.7  13.8    MM   8.7   MM   MM    MM
2023 08 22 21 54 240  5.7  7.2    MM    MM    MM  MM 1002.8  13.8    MM   8.1   MM   MM    MM
2023 08 22 21 44 240  5.7  7.2    MM    MM    MM  MM 1002.9  13.7    MM   8.2   MM   MM    MM
2023 08 22 21 34 240  5.7  7.7    MM    MM    MM  MM 1003.0  13.7    MM   8.1   MM   MM    MM
2023 08 22 21 24 240  6.2  8.2    MM    MM    MM  MM 1003.0  13.6    MM   8.1   MM   MM    MM
2023 08 22 21 14 240  5.1  6.7    MM    MM    MM  MM 1003.1  13.4    MM   8.2   MM   MM    MM
2023 08 22 21 04 230  4.6  7.2    MM    MM    MM  MM 1003.0  13.3    MM   8.2   MM   MM    MM
2023 08 22 20 54 220  4.6  6.2    MM    MM    MM  MM 1003.1  13.1    MM   8.2   MM   MM    MM
2023 08 22 20 44 220  4.1  5.7    MM    MM    MM  MM 1003.2  12.9    MM   8.7   MM   MM    MM
2023 08 22 20 34 220  4.1  5.7    MM    MM    MM  MM 1003.3  12.7    MM   8.7   MM   MM    MM
2023 08 22 20 24 210  4.1  5.7    MM    MM    MM  MM 1003.4  12.6    MM   8.7   MM   MM    MM
2023 08 22 20 14 220  3.6  4.6    MM    MM    MM  MM 1003.5  12.4    MM   9.0   MM   MM    MM
2023 08 22 20 04 230  3.1  4.6    MM    MM    MM  MM 1003.5  12.2    MM   9.1   MM   MM    MM
2023 08 22 19 54 210  3.6  4.6    MM    MM    MM  MM 1003.5  11.7    MM   8.8   MM   MM    MM
2023 08 22 19 44 210  3.1  4.1    MM    MM    MM  MM 1003.6  11.1    MM   8.8   MM   MM    MM
2023 08 22 19 34 210  3.1  4.1    MM    MM    MM  MM 1003.7  10.7    MM   9.0   MM   MM    MM
2023 08 22 19 24 220  2.6  3.6    MM    MM    MM  MM 1003.9  10.4    MM   8.8   MM   MM    MM
2023 08 22 19 14 210  3.1  4.1    MM    MM    MM  MM 1003.9  10.0    MM   8.5   MM   MM    MM
2023 08 22 19 04 200  2.6  3.1    MM    MM    MM  MM 1003.9   9.8    MM   8.4   MM   MM    MM
2023 08 22 18 54 190  2.1  3.1    MM    MM    MM  MM 1003.9   9.7    MM   8.2   MM   MM    MM
2023 08 22 18 34 220  4.1  4.6    MM    MM    MM  MM 1004.3   9.6    MM   8.1   MM   MM    MM
2023 08 22 18 24 230  3.6  4.6    MM    MM    MM  MM 1004.4   9.6    MM   8.1   MM   MM    MM
2023 08 22 18 14 230  3.6  5.1    MM    MM    MM  MM 1004.4   9.6    MM   8.1   MM   MM    MM
2023 08 22 18 04 230  3.6  4.6    MM    MM    MM  MM 1004.4   9.7    MM   8.0   MM   MM    MM
2023 08 22 17 54 220  3.6  5.1    MM    MM    MM  MM 1004.3   9.7    MM   7.8   MM   MM    MM
2023 08 22 17 44 210  3.6  4.6    MM    MM    MM  MM 1004.2   9.5    MM   7.8   MM   MM    MM
2023 08 22 17 34 210  4.1  5.1    MM    MM    MM  MM 1004.4   9.6    MM   7.8   MM   MM    MM
2023 08 22 17 24 210  4.1  5.1    MM    MM    MM  MM 1004.5   9.6    MM   7.8   MM   MM    MM
2023 08 22 17 14 220  4.1  5.7    MM    MM    MM  MM 1004.6   9.2    MM   8.0   MM   MM    MM
2023 08 22 17 04 210  2.6  3.6    MM    MM    MM  MM 1004.6   8.2    MM   7.3   MM   MM    MM
2023 08 22 16 54 160  1.5  1.5    MM    MM    MM  MM 1004.5   7.8    MM   6.9   MM   MM    MM
2023 08 22 16 44 180  1.5  2.1    MM    MM    MM  MM 1004.6   7.7    MM   6.8   MM   MM    MM
2023 08 22 16 39 180  1.0  1.5    MM    MM    MM  MM 1004.6   7.3    MM   6.7   MM   MM    MM
2023 08 22 16 31 180  1.0  1.5    MM    MM    MM  MM 1004.6   7.3    MM   6.7   MM   MM    MM
2023 08 22 16 21 160  1.0  1.5    MM    MM    MM  MM 1004.7   7.0    MM   6.7   MM   MM    MM
2023 08 22 16 11 130  1.5  2.1    MM    MM    MM  MM 1004.6   6.9    MM   6.6   MM   MM    MM
2023 08 22 16 01 140  2.1  2.6    MM    MM    MM  MM 1004.6   6.8    MM   6.4   MM   MM    MM
2023 08 22 15 51 150  2.1  3.1    MM    MM    MM  MM 1004.7   6.6    MM   6.3   MM   MM    MM
2023 08 22 15 41 150  2.6  3.1    MM    MM    MM  MM 1004.7   6.3    MM   6.2   MM   MM    MM
2023 08 22 15 31 140  2.6  3.1    MM    MM    MM  MM 1004.7   6.0    MM   6.0   MM   MM    MM
2023 08 22 15 21 150  2.6  3.1    MM    MM    MM  MM 1004.8   5.8    MM   5.8   MM   MM    MM
2023 08 22 15 11 150  2.6  3.6    MM    MM    MM  MM 1004.8   5.6    MM   5.6   MM   MM    MM
2023 08 22 15 01 150  3.1  3.6    MM    MM    MM  MM 1004.8   5.4    MM   5.4   MM   MM    MM
2023 08 22 14 51 140  3.1  3.6    MM    MM    MM  MM 1004.9   5.2    MM   5.2   MM   MM    MM
2023 08 22 14 41 130  3.1  4.1    MM    MM    MM  MM 1004.9   4.8    MM   4.8   MM   MM    MM
2023 08 22 14 31 130  3.1  3.6    MM    MM    MM  MM 1005.0   4.8    MM   4.8   MM   MM    MM
2023 08 22 14 21 130  3.1  3.6    MM    MM    MM  MM 1005.0   4.7    MM   4.7   MM   MM    MM
2023 08 22 14 11 130  2.6  3.6    MM    MM    MM  MM 1005.1   4.6    MM   4.6   MM   MM    MM
2023 08 22 14 01 120  3.1  3.6    MM    MM    MM  MM 1005.1   4.6    MM   4.6   MM   MM    MM
2023 08 22 13 51 120  3.6  4.1    MM    MM    MM  MM 1005.2   4.5    MM   4.5   MM   MM    MM
2023 08 22 13 41 120  3.6  4.1    MM    MM    MM  MM 1005.3   4.5    MM   4.5   MM   MM    MM
2023 08 22 13 31 120  3.6  4.1    MM    MM    MM  MM 1005.5   4.3    MM   4.3   MM   MM    MM
2023 08 22 13 21 120  3.1  4.1    MM    MM    MM  MM 1005.6   4.3    MM   4.3   MM   MM    MM
2023 08 22 13 11 120  3.6  4.6    MM    MM    MM  MM 1005.6   4.3    MM   4.3   MM   MM    MM
2023 08 22 13 01 120  3.6  4.6    MM    MM    MM  MM 1005.7   4.4    MM   4.4   MM   MM    MM
2023 08 22 12 51 120  3.6  4.6    MM    MM    MM  MM 1005.8   4.5    MM   4.5   MM   MM    MM
2023 08 22 12 41 120  4.1  4.6    MM    MM    MM  MM 1005.8   4.5    MM   4.5   MM   MM    MM
2023 08 22 12 31 110  4.1  5.1    MM    MM    MM  MM 1005.8   4.5    MM   4.5   MM   MM    MM
2023 08 22 12 21 110  4.6  5.7    MM    MM    MM  MM 1005.8   4.5    MM   4.5   MM   MM    MM
2023 08 22 12 11 110  4.6  5.7    MM    MM    MM  MM 1005.9   4.4    MM   4.4   MM   MM    MM
2023 08 22 12 01 120  5.1  6.2    MM    MM    MM  MM 1006.0   4.4    MM   4.4   MM   MM    MM
2023 08 22 11 51 120  4.6  5.7    MM    MM    MM  MM 1006.1   4.5    MM   4.5   MM   MM    MM
2023 08 22 11 41 110  3.6  4.6    MM    MM    MM  MM 1006.4   4.6    MM   4.6   MM   MM    MM
2023 08 22 11 31 110  4.1  5.1    MM    MM    MM  MM 1006.3   4.6    MM   4.6   MM   MM    MM
2023 08 22 11 21 110  4.6  6.2    MM    MM    MM  MM 1006.3   4.6    MM   4.6   MM   MM    MM
2023 08 22 11 11 110  4.6  5.7    MM    MM    MM  MM 1006.3   4.5    MM   4.5   MM   MM    MM
2023 08 22 11 01 110  5.1  6.2    MM    MM    MM  MM 1006.4   4.6    MM   4.6   MM   MM    MM
2023 08 22 10 51 110  5.1  6.2    MM    MM    MM  MM 1006.4   4.6    MM   4.6   MM   MM    MM
2023 08 22 10 41 120  5.1  6.2    MM    MM    MM  MM 1006.5   4.7    MM   4.7   MM   MM    MM
2023 08 22 10 31 120  4.6  6.2    MM    MM    MM  MM 1006.6   4.8    MM   4.8   MM   MM    MM
2023 08 22 10 21 120  4.6  5.7    MM    MM    MM  MM 1006.7   5.0    MM   5.0   MM   MM    MM
2023 08 22 10 11 120  4.1  5.7    MM    MM    MM  MM 1006.8   5.0    MM   5.0   MM   MM    MM
2023 08 22 10 01 120  5.1  6.7    MM    MM    MM  MM 1006.7   5.0    MM   5.0   MM   MM    MM
2023 08 22 09 51 120  5.1  6.7    MM    MM    MM  MM 1006.8   5.0    MM   5.0   MM   MM    MM
2023 08 22 09 41 120  5.7  7.2    MM    MM    MM  MM 1006.7   5.2    MM   5.2   MM   MM    MM
2023 08 22 09 31 120  5.7  7.2    MM    MM    MM  MM 1006.9   5.4    MM   5.4   MM   MM    MM
2023 08 22 09 21 120  5.1  6.7    MM    MM    MM  MM 1007.0   5.6    MM   5.6   MM   MM    MM
2023 08 22 09 11 120  5.1  6.7    MM    MM    MM  MM 1007.1   5.7    MM   5.7   MM   MM    MM
2023 08 22 09 01 120  5.1  6.7    MM    MM    MM  MM 1007.1   5.9    MM   5.9   MM   MM    MM
2023 08 22 08 41 110  6.7  8.2    MM    MM    MM  MM 1007.1   6.1    MM   6.1   MM   MM    MM
2023 08 22 08 31 110  6.7  8.2    MM    MM    MM  MM 1007.2   6.2    MM   6.2   MM   MM    MM
2023 08 22 08 21 110  6.7  8.2    MM    MM    MM  MM 1007.1   6.3    MM   6.3   MM   MM    MM
2023 08 22 08 11 110  6.2  7.7    MM    MM    MM  MM 1007.2   6.2    MM   6.2   MM   MM    MM
2023 08 22 08 01 100  5.7  7.2    MM    MM    MM  MM 1007.4   6.1    MM   6.1   MM   MM    MM
2023 08 22 07 51 100  5.1  6.2    MM    MM    MM  MM 1007.5   6.0    MM   6.0   MM   MM    MM
2023 08 22 07 41 100  5.7  6.7    MM    MM    MM  MM 1007.5   6.2    MM   6.2   MM   MM    MM
2023 08 22 07 31 100  5.1  6.7    MM    MM    MM  MM 1007.6   6.2    MM   6.2   MM   MM    MM
2023 08 22 07 21 100  5.1  6.2    MM    MM    MM  MM 1007.7   6.3    MM   6.3   MM   MM    MM
2023 08 22 07 11 100  5.7  6.7    MM    MM    MM  MM 1007.9   6.4    MM   6.4   MM   MM    MM
2023 08 22 07 01 100  5.1  6.2    MM    MM    MM  MM 1008.0   6.5    MM   6.5   MM   MM    MM
2023 08 22 06 51 100  4.6  6.2    MM    MM    MM  MM 1008.1   6.7    MM   6.7   MM   MM    MM
2023 08 22 06 41 100  4.6  5.7    MM    MM    MM  MM 1008.1   6.9    MM   6.9   MM   MM    MM
2023 08 22 06 31 100  5.1  5.7    MM    MM    MM  MM 1008.1   7.0    MM   7.0   MM   MM    MM
2023 08 22 06 21 100  5.7  7.2    MM    MM    MM  MM 1008.1   7.1    MM   7.1   MM   MM    MM
2023 08 22 06 11 100  5.1  6.7    MM    MM    MM  MM 1008.2   7.0    MM   7.0   MM   MM    MM
2023 08 22 06 01 100  5.7  7.2    MM    MM    MM  MM 1008.2   7.1    MM   7.1   MM   MM    MM
2023 08 22 05 51  90  6.2  7.7    MM    MM    MM  MM 1008.2   7.2    MM   7.2   MM   MM    MM
2023 08 22 05 41  90  6.2  7.7    MM    MM    MM  MM 1008.2   7.4    MM   7.4   MM   MM    MM
2023 08 22 05 31  90  5.1  7.2    MM    MM    MM  MM 1008.2   7.6    MM   7.6   MM   MM    MM
2023 08 22 05 21  90  6.2  7.2    MM    MM    MM  MM 1008.1   7.7    MM   7.7   MM   MM    MM
2023 08 22 05 11  90  6.2  7.7    MM    MM    MM  MM 1008.1   7.9    MM   7.9   MM   MM    MM
2023 08 22 05 01  90  6.2  7.2    MM    MM    MM  MM 1008.1   8.0    MM   7.8   MM   MM    MM
2023 08 22 04 51  90  5.7  7.7    MM    MM    MM  MM 1008.1   8.0    MM   7.8   MM   MM    MM
2023 08 22 04 41  80  5.7  6.7    MM    MM    MM  MM 1008.1   8.1    MM   7.8   MM   MM    MM
2023 08 22 04 31  80  5.7  6.7    MM    MM    MM  MM 1008.1   8.1    MM   7.8   MM   MM    MM
2023 08 22 04 21  90  5.1  6.7    MM    MM    MM  MM 1008.2   8.1    MM   7.8   MM   MM    MM
2023 08 22 04 11  90  5.7  7.2    MM    MM    MM  MM 1008.3   8.1    MM   7.8   MM   MM    MM
2023 08 22 04 01  90  5.7  7.2    MM    MM    MM  MM 1008.2   8.2    MM   7.8   MM   MM    MM
2023 08 22 03 51 100  5.7  7.7    MM    MM    MM  MM 1008.2   8.2    MM   7.7   MM   MM    MM
2023 08 22 03 41 100  5.7  7.2    MM    MM    MM  MM 1008.2   8.2    MM   7.7   MM   MM    MM
2023 08 22 03 31  90  5.7  7.2    MM    MM    MM  MM 1008.2   8.3    MM   7.8   MM   MM    MM
2023 08 22 03 21  90  5.7  7.7    MM    MM    MM  MM 1008.3   8.7    MM   7.6   MM   MM    MM
2023 08 22 03 11  80  4.6  6.7    MM    MM    MM  MM 1008.3   8.7    MM   7.6   MM   MM    MM
2023 08 22 03 01  80  4.6  6.2    MM    MM    MM  MM 1008.3   8.7    MM   7.7   MM   MM    MM
2023 08 22 02 51  70  4.6  6.7    MM    MM    MM  MM 1008.4   8.7    MM   7.7   MM   MM    MM
2023 08 22 02 41  60  4.6  6.2    MM    MM    MM  MM 1008.4   8.9    MM   7.7   MM   MM    MM
2023 08 22 02 31  50  4.1  5.7    MM    MM    MM  MM 1008.4   8.8    MM   7.3   MM   MM    MM
2023 08 22 02 21  50  5.1  6.7    MM    MM    MM  MM 1008.4   8.7    MM   7.0   MM   MM    MM
2023 08 22 02 11  50  5.1  6.2    MM    MM    MM  MM 1008.4   8.6    MM   6.8   MM   MM    MM
2023 08 22 02 01  50  4.6  6.7    MM    MM    MM  MM 1008.4   8.5    MM   6.6   MM   MM    MM
2023 08 22 01 51  40  4.6  6.2    MM    MM    MM  MM 1008.5   8.5    MM   6.3   MM   MM    MM
2023 08 22 01 41  40  4.6  6.2    MM    MM    MM  MM 1008.4   8.4    MM   6.6   MM   MM    MM
2023 08 22 01 31  30  3.6  5.7    MM    MM    MM  MM 1008.4   8.3    MM   6.9   MM   MM    MM
2023 08 22 01 21  40  4.1  5.7    MM    MM    MM  MM 1008.3   8.8    MM   6.7   MM   MM    MM
2023 08 22 01 11  30  3.1  5.1    MM    MM    MM  MM 1008.3   8.5    MM   6.9   MM   MM    MM
2023 08 22 01 01  30  3.6  5.1    MM    MM    MM  MM 1008.3   8.9    MM   6.5   MM   MM    MM
2023 08 22 00 51  40  4.6  6.7    MM    MM    MM  MM 1008.3   9.5    MM   5.8   MM   MM    MM
2023 08 22 00 41  60  4.1  6.7    MM    MM    MM  MM 1008.2   9.7    MM   5.1   MM   MM    MM
2023 08 22 00 31  60  4.1  5.7    MM    MM    MM  MM 1008.1   9.7    MM   5.0   MM   MM    MM
2023 08 22 00 21  60  4.6  6.2    MM    MM    MM  MM 1008.0   9.5    MM   5.0   MM   MM    MM
2023 08 21 23 51  50  5.1  7.2    MM    MM    MM  MM 1007.9   9.2    MM   5.7   MM   MM    MM
2023 08 21 23 41  60  5.1  7.7    MM    MM    MM  MM 1007.8   9.3    MM   5.9   MM   MM    MM
2023 08 21 23 31  60  5.7  7.2    MM    MM    MM  MM 1007.8   9.1    MM   6.1   MM   MM    MM
2023 08 21 23 21  60  6.7  8.2    MM    MM    MM  MM 1007.7   9.0    MM   5.6   MM   MM    MM
2023 08 21 23 11  60  7.2  9.8    MM    MM    MM  MM 1007.5   8.9    MM   5.3   MM   MM    MM
2023 08 21 23 01  50  6.7  8.8    MM    MM    MM  MM 1007.5   8.7    MM   5.6   MM   MM    MM
2023 08 21 22 51  60  7.2  9.8    MM    MM    MM  MM 1007.5   8.4    MM   6.0   MM   MM    MM
2023 08 21 22 41  50  7.7 10.3    MM    MM    MM  MM 1007.4   8.3    MM   6.0   MM   MM    MM
2023 08 21 22 31  50  6.2  8.2    MM    MM    MM  MM 1007.5   8.2    MM   6.6   MM   MM    MM
2023 08 21 22 21  60  5.7  7.7    MM    MM    MM  MM 1007.4   8.4    MM   7.3   MM   MM    MM
2023 08 21 22 11  50  6.7  9.3    MM    MM    MM  MM 1007.2   8.6    MM   6.6   MM   MM    MM
2023 08 21 22 01  50  7.7 12.4    MM    MM    MM  MM 1007.1   8.5    MM   6.2   MM   MM    MM
2023 08 21 21 51  60  8.8 12.9    MM    MM    MM  MM 1006.8   8.3    MM   6.6   MM   MM    MM
2023 08 21 21 41  60  8.2 11.3    MM    MM    MM  MM 1006.8   8.3    MM   6.8   MM   MM    MM
2023 08 21 21 31  60  7.2 10.3    MM    MM    MM  MM 1006.7   8.5    MM   6.9   MM   MM    MM
2023 08 21 21 21  60  6.7  9.8    MM    MM    MM  MM 1006.8   8.7    MM   6.7   MM   MM    MM
2023 08 21 21 11  50  5.7  7.7    MM    MM    MM  MM 1006.7   8.5    MM   6.7   MM   MM    MM
2023 08 21 21 01  50  7.2  9.3    MM    MM    MM  MM 1006.6   8.5    MM   6.3   MM   MM    MM
2023 08 21 20 51  60  6.2  8.2    MM    MM    MM  MM 1006.5   8.6    MM   6.7   MM   MM    MM
2023 08 21 20 41  60  7.2  9.3    MM    MM    MM  MM 1006.4   8.6    MM   6.5   MM   MM    MM
2023 08 21 20 31  60  7.2 10.8    MM    MM    MM  MM 1006.3   8.6    MM   6.2   MM   MM    MM
2023 08 21 20 21  60  7.2  9.8    MM    MM    MM  MM 1006.2   8.5    MM   6.2   MM   MM    MM
2023 08 21 20 11  70  7.7  9.8    MM    MM    MM  MM 1006.1   8.5    MM   6.3   MM   MM    MM
2023 08 21 20 01  60  6.7  8.8    MM    MM    MM  MM 1006.0   8.5    MM   5.9   MM   MM    MM
2023 08 21 19 51  60  6.7  8.8    MM    MM    MM  MM 1006.0   8.4    MM   5.7   MM   MM    MM
2023 08 21 19 41  70  7.7  9.8    MM    MM    MM  MM 1005.9   8.3    MM   5.8   MM   MM    MM
2023 08 21 19 31  60  6.7  9.3    MM    MM    MM  MM 1005.8   8.2    MM   6.4   MM   MM    MM
2023 08 21 19 21  70  6.7  9.3    MM    MM    MM  MM 1005.6   8.1    MM   7.4   MM   MM    MM
2023 08 21 19 11  70  7.7  9.3    MM    MM    MM  MM 1005.5   8.3    MM   7.8   MM   MM    MM
2023 08 21 19 01  70  6.2  8.2    MM    MM    MM  MM 1005.4   8.4    MM   8.3   MM   MM    MM
2023 08 21 18 51  70  6.2  8.2    MM    MM    MM  MM 1005.3   8.1    MM   8.1   MM   MM    MM
2023 08 21 18 41  70  5.7  8.2    MM    MM    MM  MM 1005.2   8.0    MM   8.0   MM   MM    MM
2023 08 21 18 31  60  5.1  7.7    MM    MM    MM  MM 1005.2   8.4    MM   8.3   MM   MM    MM
2023 08 21 18 21  70  4.6  7.2    MM    MM    MM  MM 1005.2   8.8    MM   8.5   MM   MM    MM
2023 08 21 18 11  70  4.6  6.2    MM    MM    MM  MM 1005.2   8.8    MM   8.2   MM   MM    MM
2023 08 21 18 01  70  4.1  6.7    MM    MM    MM  MM 1005.2   8.6    MM   8.3   MM   MM    MM
2023 08 21 17 51  70  4.6  6.7    MM    MM    MM  MM 1005.1   8.3    MM   8.3   MM   MM    MM
2023 08 21 17 41  70  3.6  5.7    MM    MM    MM  MM 1005.1   8.4    MM   8.4   MM   MM    MM
2023 08 21 17 31  70  4.1  5.7    MM    MM    MM  MM 1005.1   8.4    MM   8.4   MM   MM    MM
2023 08 21 17 21  70  4.1  5.1    MM    MM    MM  MM 1005.0   8.3    MM   8.3   MM   MM    MM
2023 08 21 17 11  60  4.1  7.2    MM    MM    MM  MM 1004.9   8.3    MM   8.3   MM   MM    MM
2023 08 21 17 01  50  3.6  5.1    MM    MM    MM  MM 1004.8   8.2    MM   8.2   MM   MM    MM
2023 08 21 16 51  50  4.1  5.1    MM    MM    MM  MM 1004.8   8.2    MM   8.1   MM   MM    MM
2023 08 21 16 41  60  3.6  5.1    MM    MM    MM  MM 1004.8   8.1    MM   7.9   MM   MM    MM
2023 08 21 16 31  60  4.1  5.7    MM    MM    MM  MM 1004.8   8.0    MM   7.9   MM   MM    MM
2023 08 21 16 21  60  4.1  6.2    MM    MM    MM  MM 1004.8   8.0    MM   8.0   MM   MM    MM
2023 08 21 16 11  70  4.1  6.2    MM    MM    MM  MM 1004.7   8.0    MM   7.9   MM   MM    MM
2023 08 21 16 01  70  4.6  6.2    MM    MM    MM  MM 1004.7   7.9    MM   7.8   MM   MM    MM
2023 08 21 15 51  70  5.1  7.2    MM    MM    MM  MM 1004.6   7.8    MM   7.8   MM   MM    MM
2023 08 21 15 41  70  4.6  7.2    MM    MM    MM  MM 1004.6   7.7    MM   7.7   MM   MM    MM
2023 08 21 15 31  80  4.6  6.2    MM    MM    MM  MM 1004.6   7.7    MM   7.7   MM   MM    MM
2023 08 21 15 21  70  4.1  5.7    MM    MM    MM  MM 1004.7   7.7    MM   7.7   MM   MM    MM
2023 08 21 15 11  70  5.1  7.2    MM    MM    MM  MM 1004.7   7.8    MM   7.8   MM   MM    MM
2023 08 21 15 01  70  4.6  6.2    MM    MM    MM  MM 1004.6   7.9    MM   7.9   MM   MM    MM
2023 08 21 14 51  80  5.7  7.7    MM    MM    MM  MM 1004.6   8.0    MM   7.7   MM   MM    MM
2023 08 21 14 41  80  6.2  7.7    MM    MM    MM  MM 1004.6   7.9    MM   7.3   MM   MM    MM
2023 08 21 14 31  70  4.6  7.2    MM    MM    MM  MM 1004.6   7.6    MM   7.4   MM   MM    MM
2023 08 21 14 21  60  4.1  5.7    MM    MM    MM  MM 1004.7   7.6    MM   7.5   MM   MM    MM
2023 08 21 14 11  70  4.1  6.2    MM    MM    MM  MM 1004.6   7.6    MM   7.4   MM   MM    MM
2023 08 21 14 01  70  4.1  5.7    MM    MM    MM  MM 1004.7   7.6    MM   7.4   MM   MM    MM
2023 08 21 13 51  80  4.1  5.7    MM    MM    MM  MM 1004.7   7.7    MM   7.6   MM   MM    MM
2023 08 21 13 41  80  4.6  5.7    MM    MM    MM  MM 1004.7   7.5    MM   7.5   MM   MM    MM
2023 08 21 13 31  90  4.6  6.2    MM    MM    MM  MM 1004.7   7.3    MM   7.3   MM   MM    MM
2023 08 21 13 21  90  4.6  6.2    MM    MM    MM  MM 1004.8   7.3    MM   7.3   MM   MM    MM
2023 08 21 13 11  80  4.6  5.7    MM    MM    MM  MM 1004.8   7.2    MM   7.2   MM   MM    MM
2023 08 21 13 01  80  4.6  6.7    MM    MM    MM  MM 1004.8   7.2    MM   7.2   MM   MM    MM
2023 08 21 12 41  80  4.1  5.7    MM    MM    MM  MM 1004.8   7.1    MM   7.1   MM   MM    MM
2023 08 21 12 33  70  4.1  5.7    MM    MM    MM  MM 1004.8   7.0    MM   7.0   MM   MM    MM
2023 08 21 12 21  70  4.6  5.7    MM    MM    MM  MM 1004.8   7.0    MM   7.0   MM   MM    MM
2023 08 21 12 11  70  4.1  5.1    MM    MM    MM  MM 1004.9   7.1    MM   7.1   MM   MM    MM
2023 08 21 12 01  70  4.1  5.7    MM    MM    MM  MM 1004.9   7.2    MM   7.2   MM   MM    MM
2023 08 21 11 51  70  4.1  5.1    MM    MM    MM  MM 1005.0   7.2    MM   7.2   MM   MM    MM
2023 08 21 11 41  70  3.6  5.1    MM    MM    MM  MM 1005.0   7.2    MM   7.2   MM   MM    MM
2023 08 21 11 31  80  3.1  4.6    MM    MM    MM  MM 1005.1   7.3    MM   7.3   MM   MM    MM
2023 08 21 11 21  80  3.6  5.1    MM    MM    MM  MM 1005.1   7.3    MM   7.3   MM   MM    MM
2023 08 21 11 11  80  4.1  5.7    MM    MM    MM  MM 1005.2   7.3    MM   7.3   MM   MM    MM
2023 08 21 11 01  80  4.6  6.7    MM    MM    MM  MM 1005.2   7.4    MM   7.3   MM   MM    MM
