#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 16 13 54  90  2.6  3.6    MM    MM    MM  MM  992.5   3.3    MM   3.3   MM   MM    MM
2023 09 16 13 44  80  2.6  3.6    MM    MM    MM  MM  992.5   3.3    MM   3.3   MM   MM    MM
2023 09 16 13 34  80  2.6  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 13 24  80  2.6  3.6    MM    MM    MM  MM  992.5   3.3    MM   3.3   MM   MM    MM
2023 09 16 13 14  80  2.6  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 13 04  80  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 54  80  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 44  70  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 34  70  2.6  3.6    MM    MM    MM  MM  992.3   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 24  70  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 14  70  2.6  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 12 04  70  2.1  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 54  80  2.6  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 44 100  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 34 100  3.1  4.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 24  90  3.1  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 14  80  2.6  3.6    MM    MM    MM  MM  992.3   3.3    MM   3.3   MM   MM    MM
2023 09 16 11 04  80  2.6  3.1    MM    MM    MM  MM  992.3   3.4    MM   3.4   MM   MM    MM
2023 09 16 10 54  80  2.6  3.6    MM    MM    MM  MM  992.3   3.4    MM   3.4   MM   MM    MM
2023 09 16 10 44  70  2.6  3.1    MM    MM    MM  MM  992.3   3.4    MM   3.4   MM   MM    MM
2023 09 16 10 34  70  2.1  2.6    MM    MM    MM  MM  992.4   3.4    MM   3.4   MM   MM    MM
2023 09 16 10 24  70  2.6  3.1    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 10 14  70  2.6  3.6    MM    MM    MM  MM  992.4   3.3    MM   3.3   MM   MM    MM
2023 09 16 10 04  70  2.6  3.6    MM    MM    MM  MM  992.3   3.3    MM   3.3   MM   MM    MM
2023 09 16 09 54  80  2.6  3.6    MM    MM    MM  MM  992.3   3.3    MM   3.3   MM   MM    MM
2023 09 16 09 44  70  2.6  3.6    MM    MM    MM  MM  992.2   3.3    MM   3.3   MM   MM    MM
2023 09 16 09 34  80  3.1  3.6    MM    MM    MM  MM  992.2   3.3    MM   3.3   MM   MM    MM
2023 09 16 09 24  80  2.6  3.6    MM    MM    MM  MM  992.2   3.4    MM   3.4   MM   MM    MM
2023 09 16 09 14  80  2.6  3.6    MM    MM    MM  MM  992.2   3.4    MM   3.4   MM   MM    MM
2023 09 16 09 04  80  2.6  3.1    MM    MM    MM  MM  992.1   3.4    MM   3.4   MM   MM    MM
2023 09 16 08 54  80  2.6  3.6    MM    MM    MM  MM  992.1   3.4    MM   3.4   MM   MM    MM
2023 09 16 08 44  80  3.1  3.6    MM    MM    MM  MM  992.0   3.4    MM   3.4   MM   MM    MM
2023 09 16 08 34  80  2.6  3.6    MM    MM    MM  MM  992.0   3.4    MM   3.4   MM   MM    MM
2023 09 16 08 24  70  2.6  3.6    MM    MM    MM  MM  991.9   3.4    MM   3.4   MM   MM    MM
2023 09 16 08 15  70  3.1  4.1    MM    MM    MM  MM  991.8   3.3    MM   3.3   MM   MM    MM
2023 09 16 08 04  70  3.6  4.6    MM    MM    MM  MM  991.8   3.3    MM   3.3   MM   MM    MM
2023 09 16 07 54  70  3.1  4.1    MM    MM    MM  MM  991.9   3.4    MM   3.4   MM   MM    MM
2023 09 16 07 44  80  3.6  4.1    MM    MM    MM  MM  991.8   3.4    MM   3.4   MM   MM    MM
2023 09 16 07 34  80  3.6  4.6    MM    MM    MM  MM  991.8   3.4    MM   3.4   MM   MM    MM
2023 09 16 07 24  80  3.6  4.1    MM    MM    MM  MM  991.8   3.4    MM   3.4   MM   MM    MM
2023 09 16 07 14  70  3.1  4.1    MM    MM    MM  MM  991.8   3.4    MM   3.4   MM   MM    MM
2023 09 16 07 04  70  3.1  4.6    MM    MM    MM  MM  991.7   3.4    MM   3.4   MM   MM    MM
2023 09 16 06 54  70  3.6  4.6    MM    MM    MM  MM  991.7   3.4    MM   3.4   MM   MM    MM
2023 09 16 06 44  70  3.1  4.1    MM    MM    MM  MM  991.6   3.4    MM   3.4   MM   MM    MM
2023 09 16 06 34  70  3.1  4.6    MM    MM    MM  MM  991.6   3.3    MM   3.3   MM   MM    MM
2023 09 16 06 24  80  4.1  5.1    MM    MM    MM  MM  991.6   3.3    MM   3.3   MM   MM    MM
2023 09 16 06 13  80  4.1  5.1    MM    MM    MM  MM  991.5   3.4    MM   3.4   MM   MM    MM
2023 09 16 06 03  70  3.6  5.1    MM    MM    MM  MM  991.5   3.4    MM   3.4   MM   MM    MM
2023 09 16 05 54  80  4.1  5.1    MM    MM    MM  MM  991.4   3.4    MM   3.4   MM   MM    MM
2023 09 16 05 44  70  4.1  5.1    MM    MM    MM  MM  991.5   3.4    MM   3.4   MM   MM    MM
2023 09 16 05 33  80  4.6  6.2    MM    MM    MM  MM  991.4   3.4    MM   3.4   MM   MM    MM
2023 09 16 05 24  80  4.6  6.2    MM    MM    MM  MM  991.4   3.4    MM   3.4   MM   MM    MM
2023 09 16 05 14  80  4.1  5.7    MM    MM    MM  MM  991.4   3.5    MM   3.5   MM   MM    MM
2023 09 16 05 04  70  4.6  6.7    MM    MM    MM  MM  991.4   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 54  70  4.1  6.2    MM    MM    MM  MM  991.4   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 44  70  4.1  6.2    MM    MM    MM  MM  991.4   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 34  70  4.6  6.2    MM    MM    MM  MM  991.4   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 24  70  5.1  7.2    MM    MM    MM  MM  991.3   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 14  70  5.1  7.2    MM    MM    MM  MM  991.3   3.5    MM   3.5   MM   MM    MM
2023 09 16 04 04  70  5.1  7.2    MM    MM    MM  MM  991.3   3.5    MM   3.5   MM   MM    MM
2023 09 16 03 54  70  5.7  7.2    MM    MM    MM  MM  991.3   3.5    MM   3.5   MM   MM    MM
2023 09 16 03 44  70  5.7  7.7    MM    MM    MM  MM  991.3   3.6    MM   3.6   MM   MM    MM
2023 09 16 03 34  60  5.1  7.2    MM    MM    MM  MM  991.3   3.6    MM   3.6   MM   MM    MM
2023 09 16 03 24  60  5.1  6.7    MM    MM    MM  MM  991.3   3.6    MM   3.6   MM   MM    MM
2023 09 16 03 14  60  5.7  8.2    MM    MM    MM  MM  991.2   3.6    MM   3.6   MM   MM    MM
2023 09 16 03 04  60  5.1  7.7    MM    MM    MM  MM  991.3   3.7    MM   3.7   MM   MM    MM
2023 09 16 02 54  60  5.1  7.2    MM    MM    MM  MM  991.3   3.7    MM   3.7   MM   MM    MM
2023 09 16 02 44  60  5.7  7.2    MM    MM    MM  MM  991.3   3.7    MM   3.7   MM   MM    MM
2023 09 16 02 34  60  5.1  7.7    MM    MM    MM  MM  991.3   3.8    MM   3.8   MM   MM    MM
2023 09 16 02 24  60  5.7  8.2    MM    MM    MM  MM  991.3   3.8    MM   3.8   MM   MM    MM
2023 09 16 02 14  60  5.1  7.7    MM    MM    MM  MM  991.3   3.8    MM   3.8   MM   MM    MM
2023 09 16 02 04  70  4.6  6.7    MM    MM    MM  MM  991.3   3.9    MM   3.9   MM   MM    MM
2023 09 16 01 54  70  5.1  7.2    MM    MM    MM  MM  991.2   3.9    MM   3.9   MM   MM    MM
2023 09 16 01 44  70  6.2  8.8    MM    MM    MM  MM  991.2   3.8    MM   3.8   MM   MM    MM
2023 09 16 01 34  70  5.7  8.8    MM    MM    MM  MM  991.2   3.8    MM   3.8   MM   MM    MM
2023 09 16 01 24  60  6.2  9.3    MM    MM    MM  MM  991.1   3.8    MM   3.8   MM   MM    MM
2023 09 16 01 14  60  6.7  9.3    MM    MM    MM  MM  991.0   3.9    MM   3.9   MM   MM    MM
2023 09 16 01 04  70  6.7  9.8    MM    MM    MM  MM  991.0   3.9    MM   3.9   MM   MM    MM
2023 09 16 00 54  60  7.2  9.8    MM    MM    MM  MM  990.9   3.8    MM   3.8   MM   MM    MM
2023 09 16 00 44  60  6.7  9.3    MM    MM    MM  MM  990.9   3.9    MM   3.9   MM   MM    MM
2023 09 16 00 34  70  7.7 10.3    MM    MM    MM  MM  990.8   3.8    MM   3.8   MM   MM    MM
2023 09 16 00 24  70  7.2  9.3    MM    MM    MM  MM  990.8   3.9    MM   3.9   MM   MM    MM
2023 09 16 00 14  70  7.2 10.8    MM    MM    MM  MM  990.8   3.9    MM   3.9   MM   MM    MM
2023 09 15 23 54  70  7.2 10.3    MM    MM    MM  MM  990.8   4.0    MM   4.0   MM   MM    MM
2023 09 15 23 44  70  7.2  9.8    MM    MM    MM  MM  990.8   4.0    MM   4.0   MM   MM    MM
2023 09 15 23 34  80  7.2  9.8    MM    MM    MM  MM  990.8   4.0    MM   4.0   MM   MM    MM
2023 09 15 23 24  70  6.7 10.3    MM    MM    MM  MM  990.8   3.9    MM   3.9   MM   MM    MM
2023 09 15 23 14  70  7.2  9.8    MM    MM    MM  MM  990.8   3.9    MM   3.9   MM   MM    MM
2023 09 15 23 04  70  7.2  9.3    MM    MM    MM  MM  990.8   3.9    MM   3.9   MM   MM    MM
2023 09 15 22 54  70  6.2  8.8    MM    MM    MM  MM  990.8   3.8    MM   3.8   MM   MM    MM
2023 09 15 22 44  70  7.7  9.8    MM    MM    MM  MM  990.7   3.8    MM   3.8   MM   MM    MM
2023 09 15 22 34  70  7.7  9.8    MM    MM    MM  MM  990.7   3.7    MM   3.7   MM   MM    MM
2023 09 15 22 24  70  7.2  9.8    MM    MM    MM  MM  990.6   3.8    MM   3.8   MM   MM    MM
2023 09 15 22 14  70  6.7  9.3    MM    MM    MM  MM  990.6   3.7    MM   3.7   MM   MM    MM
2023 09 15 22 04  70  7.2 10.3    MM    MM    MM  MM  990.6   3.7    MM   3.7   MM   MM    MM
2023 09 15 21 54  70  7.2  9.8    MM    MM    MM  MM  990.6   3.6    MM   3.6   MM   MM    MM
2023 09 15 21 43  70  6.7  9.8    MM    MM    MM  MM  990.5   3.6    MM   3.6   MM   MM    MM
2023 09 15 21 34  70  7.7 10.3    MM    MM    MM  MM  990.4   3.5    MM   3.5   MM   MM    MM
2023 09 15 21 24  70  7.2 10.3    MM    MM    MM  MM  990.4   3.5    MM   3.5   MM   MM    MM
2023 09 15 21 14  70  7.7 10.3    MM    MM    MM  MM  990.4   3.4    MM   3.4   MM   MM    MM
2023 09 15 21 04  70  7.7 10.3    MM    MM    MM  MM  990.3   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 53  60  7.7 10.3    MM    MM    MM  MM  990.2   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 44  60  7.2 10.8    MM    MM    MM  MM  990.1   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 34  70  8.2 10.3    MM    MM    MM  MM  990.0   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 24  70  6.7  8.8    MM    MM    MM  MM  990.1   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 14  70  7.7 10.8    MM    MM    MM  MM  990.1   3.4    MM   3.4   MM   MM    MM
2023 09 15 20 04  60  7.7  9.8    MM    MM    MM  MM  990.0   3.4    MM   3.4   MM   MM    MM
2023 09 15 19 54  60  7.2  9.8    MM    MM    MM  MM  989.9   3.4    MM   3.4   MM   MM    MM
2023 09 15 19 44  60  7.2  9.8    MM    MM    MM  MM  990.0   3.5    MM   3.5   MM   MM    MM
2023 09 15 19 34  70  6.7  9.3    MM    MM    MM  MM  990.0   3.6    MM   3.6   MM   MM    MM
2023 09 15 19 24  70  6.2  8.2    MM    MM    MM  MM  990.0   3.6    MM   3.6   MM   MM    MM
2023 09 15 19 14  70  6.7  9.3    MM    MM    MM  MM  990.0   3.5    MM   3.5   MM   MM    MM
2023 09 15 19 04  70  6.7  9.3    MM    MM    MM  MM  990.0   3.5    MM   3.5   MM   MM    MM
2023 09 15 18 54  70  6.7 10.8    MM    MM    MM  MM  990.0   3.5    MM   3.5   MM   MM    MM
2023 09 15 18 44  70  6.7  9.3    MM    MM    MM  MM  989.9   3.4    MM   3.4   MM   MM    MM
2023 09 15 18 34  70  6.7  9.8    MM    MM    MM  MM  989.9   3.5    MM   3.5   MM   MM    MM
2023 09 15 18 24  70  7.7 10.3    MM    MM    MM  MM  989.9   3.4    MM   3.4   MM   MM    MM
2023 09 15 18 13  70  7.2  9.8    MM    MM    MM  MM  989.9   3.5    MM   3.5   MM   MM    MM
2023 09 15 18 04  70  7.2  9.8    MM    MM    MM  MM  989.9   3.5    MM   3.5   MM   MM    MM
2023 09 15 17 54  70  6.7 10.8    MM    MM    MM  MM  989.9   3.5    MM   3.5   MM   MM    MM
2023 09 15 17 44  70  6.7  9.8    MM    MM    MM  MM  989.9   3.5    MM   3.5   MM   MM    MM
2023 09 15 17 34  70  6.7  9.8    MM    MM    MM  MM  989.8   3.6    MM   3.6   MM   MM    MM
2023 09 15 17 24  70  6.7  8.8    MM    MM    MM  MM  989.8   3.6    MM   3.6   MM   MM    MM
2023 09 15 17 14  70  6.7  9.8    MM    MM    MM  MM  989.8   3.6    MM   3.6   MM   MM    MM
2023 09 15 17 04  70  6.7  9.3    MM    MM    MM  MM  989.8   3.6    MM   3.6   MM   MM    MM
2023 09 15 16 54  70  6.7  9.3    MM    MM    MM  MM  989.9   3.6    MM   3.6   MM   MM    MM
2023 09 15 16 43  70  7.2  9.3    MM    MM    MM  MM  989.9   3.7    MM   3.7   MM   MM    MM
2023 09 15 16 34  70  7.2  9.3    MM    MM    MM  MM  989.9   3.7    MM   3.7   MM   MM    MM
2023 09 15 16 24  70  7.2 10.3    MM    MM    MM  MM  989.9   3.7    MM   3.7   MM   MM    MM
2023 09 15 16 14  70  7.2  9.8    MM    MM    MM  MM  989.9   3.7    MM   3.7   MM   MM    MM
2023 09 15 16 04  70  7.2  9.3    MM    MM    MM  MM  989.8   3.8    MM   3.8   MM   MM    MM
2023 09 15 15 54  70  6.7  8.8    MM    MM    MM  MM  989.8   3.8    MM   3.8   MM   MM    MM
2023 09 15 15 44  60  7.2  9.3    MM    MM    MM  MM  989.8   3.8    MM   3.8   MM   MM    MM
2023 09 15 15 34  60  6.7  9.3    MM    MM    MM  MM  989.7   3.9    MM   3.9   MM   MM    MM
2023 09 15 15 24  60  6.7  9.8    MM    MM    MM  MM  989.7   3.9    MM   3.9   MM   MM    MM
2023 09 15 15 14  60  6.7  9.3    MM    MM    MM  MM  989.8   4.0    MM   4.0   MM   MM    MM
2023 09 15 15 04  70  6.2  8.8    MM    MM    MM  MM  989.8   4.0    MM   4.0   MM   MM    MM
2023 09 15 14 54  70  6.7  9.8    MM    MM    MM  MM  989.9   4.0    MM   4.0   MM   MM    MM
2023 09 15 14 44  60  6.2  8.8    MM    MM    MM  MM  989.9   4.1    MM   4.1   MM   MM    MM
2023 09 15 14 34  70  6.7  9.3    MM    MM    MM  MM  990.0   4.1    MM   4.1   MM   MM    MM
2023 09 15 14 24  70  6.7  9.8    MM    MM    MM  MM  990.1   4.1    MM   4.1   MM   MM    MM
2023 09 15 14 14  70  7.2  9.8    MM    MM    MM  MM  990.1   4.1    MM   4.1   MM   MM    MM
2023 09 15 14 04  70  6.7  8.8    MM    MM    MM  MM  990.1   4.1    MM   4.1   MM   MM    MM
2023 09 15 13 54  60  5.7  7.7    MM    MM    MM  MM  990.2   4.1    MM   4.1   MM   MM    MM
2023 09 15 13 44  60  5.7  7.2    MM    MM    MM  MM  990.3   4.0    MM   4.0   MM   MM    MM
2023 09 15 13 34  70  5.1  6.7    MM    MM    MM  MM  990.4   3.9    MM   3.9   MM   MM    MM
2023 09 15 13 24  70  5.1  7.2    MM    MM    MM  MM  990.5   3.8    MM   3.8   MM   MM    MM
2023 09 15 13 14  80  5.7  7.7    MM    MM    MM  MM  990.5   3.7    MM   3.7   MM   MM    MM
2023 09 15 13 04  80  6.2  8.2    MM    MM    MM  MM  990.5   3.6    MM   3.6   MM   MM    MM
2023 09 15 12 54  80  6.7  8.8    MM    MM    MM  MM  990.6   3.5    MM   3.5   MM   MM    MM
2023 09 15 12 44  80  6.2  8.2    MM    MM    MM  MM  990.6   3.4    MM   3.4   MM   MM    MM
2023 09 15 12 34  70  6.2  9.8    MM    MM    MM  MM  990.7   3.4    MM   3.4   MM   MM    MM
2023 09 15 12 24  80  6.7  9.3    MM    MM    MM  MM  990.7   3.4    MM   3.4   MM   MM    MM
2023 09 15 12 14  80  6.2  8.8    MM    MM    MM  MM  990.7   3.5    MM   3.5   MM   MM    MM
2023 09 15 12 04  70  7.2 10.3    MM    MM    MM  MM  990.7   3.6    MM   3.6   MM   MM    MM
2023 09 15 11 54  70  7.2 10.3    MM    MM    MM  MM  990.7   3.6    MM   3.6   MM   MM    MM
2023 09 15 11 44  70  6.2  8.2    MM    MM    MM  MM  990.7   3.7    MM   3.7   MM   MM    MM
2023 09 15 11 34  70  6.7  9.3    MM    MM    MM  MM  990.7   3.7    MM   3.7   MM   MM    MM
2023 09 15 11 24  70  6.2  8.2    MM    MM    MM  MM  990.7   3.6    MM   3.6   MM   MM    MM
2023 09 15 11 14  70  5.7  8.8    MM    MM    MM  MM  990.9   3.6    MM   3.6   MM   MM    MM
2023 09 15 11 04  70  6.2  9.3    MM    MM    MM  MM  990.9   3.6    MM   3.6   MM   MM    MM
2023 09 15 10 54  70  6.2  8.8    MM    MM    MM  MM  991.0   3.7    MM   3.7   MM   MM    MM
2023 09 15 10 44  70  6.7  8.8    MM    MM    MM  MM  991.0   3.7    MM   3.7   MM   MM    MM
2023 09 15 10 34  60  6.7  8.8    MM    MM    MM  MM  991.0   3.8    MM   3.8   MM   MM    MM
2023 09 15 10 24  60  6.2  9.3    MM    MM    MM  MM  991.0   3.8    MM   3.8   MM   MM    MM
2023 09 15 10 14  60  6.2  8.8    MM    MM    MM  MM  991.0   3.7    MM   3.7   MM   MM    MM
2023 09 15 10 04  60  6.2  8.8    MM    MM    MM  MM  991.1   3.6    MM   3.6   MM   MM    MM
2023 09 15 09 54  50  6.7  9.3    MM    MM    MM  MM  991.0   3.6    MM   3.6   MM   MM    MM
2023 09 15 09 44  60  6.2  8.8    MM    MM    MM  MM  991.2   3.5    MM   3.5   MM   MM    MM
2023 09 15 09 34  60  5.1  7.7    MM    MM    MM  MM  991.3   3.4    MM   3.4   MM   MM    MM
2023 09 15 09 24  70  5.1  7.2    MM    MM    MM  MM  991.3   3.2    MM   3.2   MM   MM    MM
2023 09 15 09 14  70  5.7  8.2    MM    MM    MM  MM  991.3   3.1    MM   3.1   MM   MM    MM
2023 09 15 09 04  70  5.7  7.7    MM    MM    MM  MM  991.4   3.0    MM   3.0   MM   MM    MM
2023 09 15 08 44  80  6.2  8.2    MM    MM    MM  MM  991.5   3.0    MM   3.0   MM   MM    MM
2023 09 15 08 34  80  6.2  8.2    MM    MM    MM  MM  991.4   2.9    MM   2.9   MM   MM    MM
2023 09 15 08 24  60  6.7  9.8    MM    MM    MM  MM  991.5   3.0    MM   3.0   MM   MM    MM
2023 09 15 08 15  70  6.2  8.8    MM    MM    MM  MM  991.6   3.1    MM   3.1   MM   MM    MM
2023 09 15 08 04  70  6.7  9.8    MM    MM    MM  MM  991.6   3.0    MM   3.0   MM   MM    MM
2023 09 15 07 54  70  5.1  8.2    MM    MM    MM  MM  991.7   3.0    MM   3.0   MM   MM    MM
2023 09 15 07 44  70  7.2  8.8    MM    MM    MM  MM  991.7   2.9    MM   2.9   MM   MM    MM
2023 09 15 07 34  80  6.2  9.3    MM    MM    MM  MM  991.8   2.9    MM   2.9   MM   MM    MM
2023 09 15 07 24  70  6.2  8.8    MM    MM    MM  MM  991.8   2.8    MM   2.8   MM   MM    MM
2023 09 15 07 14  60  5.1  7.7    MM    MM    MM  MM  991.8   2.8    MM   2.8   MM   MM    MM
2023 09 15 07 04  60  5.1  7.2    MM    MM    MM  MM  992.0   2.6    MM   2.6   MM   MM    MM
2023 09 15 06 54  60  5.1  7.7    MM    MM    MM  MM  992.0   2.4    MM   2.4   MM   MM    MM
2023 09 15 06 44  60  6.7  8.2    MM    MM    MM  MM  992.0   2.2    MM   2.2   MM   MM    MM
2023 09 15 06 34  70  5.7  7.7    MM    MM    MM  MM  992.2   2.0    MM   2.0   MM   MM    MM
2023 09 15 06 24  70  4.6  6.2    MM    MM    MM  MM  992.3   1.8    MM   1.8   MM   MM    MM
2023 09 15 06 14  80  5.1  6.7    MM    MM    MM  MM  992.4   1.8    MM   1.8   MM   MM    MM
2023 09 15 06 04  70  5.1  7.2    MM    MM    MM  MM  992.5   1.9    MM   1.9   MM   MM    MM
2023 09 15 05 54  70  5.1  7.2    MM    MM    MM  MM  992.6   1.8    MM   1.8   MM   MM    MM
2023 09 15 05 44  60  4.6  6.7    MM    MM    MM  MM  992.6   1.9    MM   1.9   MM   MM    MM
2023 09 15 05 34  60  3.6  5.7    MM    MM    MM  MM  992.7   2.1    MM   2.1   MM   MM    MM
2023 09 15 05 24  70  4.1  6.7    MM    MM    MM  MM  992.8   2.1    MM   2.1   MM   MM    MM
2023 09 15 05 14  70  6.2  7.2    MM    MM    MM  MM  992.8   1.9    MM   1.9   MM   MM    MM
2023 09 15 05 04  70  5.7  7.2    MM    MM    MM  MM  993.0   2.1    MM   2.1   MM   MM    MM
2023 09 15 04 54  70  5.7  7.7    MM    MM    MM  MM  993.1   2.2    MM   2.2   MM   MM    MM
2023 09 15 04 44  60  6.2  7.7    MM    MM    MM  MM  993.1   2.4    MM   2.4   MM   MM    MM
2023 09 15 04 34  50  5.7  7.7    MM    MM    MM  MM  993.0   2.5    MM   2.5   MM   MM    MM
2023 09 15 04 24  50  4.6  6.7    MM    MM    MM  MM  993.0   2.7    MM   2.7   MM   MM    MM
2023 09 15 04 14  40  5.7  8.2    MM    MM    MM  MM  993.1   2.9    MM   2.9   MM   MM    MM
2023 09 15 04 04  50  5.1  7.2    MM    MM    MM  MM  993.2   3.0    MM   3.0   MM   MM    MM
2023 09 15 03 54  50  6.2  7.7    MM    MM    MM  MM  993.3   3.0    MM   3.0   MM   MM    MM
2023 09 15 03 44  50  6.2  8.2    MM    MM    MM  MM  993.3   3.2    MM   3.2   MM   MM    MM
2023 09 15 03 34  50  5.7  7.7    MM    MM    MM  MM  993.4   3.3    MM   3.3   MM   MM    MM
2023 09 15 03 24  40  5.7  7.7    MM    MM    MM  MM  993.5   3.4    MM   3.4   MM   MM    MM
2023 09 15 03 14  50  4.1  6.2    MM    MM    MM  MM  993.7   3.6    MM   3.6   MM   MM    MM
2023 09 15 03 04  50  5.7  7.2    MM    MM    MM  MM  993.8   3.5    MM   3.5   MM   MM    MM
2023 09 15 02 54  50  5.7  7.2    MM    MM    MM  MM  993.9   3.6    MM   3.6   MM   MM    MM
2023 09 15 02 44  60  5.1  8.2    MM    MM    MM  MM  994.0   3.7    MM   3.7   MM   MM    MM
2023 09 15 02 34  60  5.1  8.8    MM    MM    MM  MM  994.1   3.6    MM   3.6   MM   MM    MM
2023 09 15 02 24  60  5.7  7.7    MM    MM    MM  MM  994.2   3.7    MM   3.7   MM   MM    MM
2023 09 15 02 14  60  6.2  8.2    MM    MM    MM  MM  994.3   3.7    MM   3.7   MM   MM    MM
2023 09 15 02 04  60  5.7  7.7    MM    MM    MM  MM  994.5   3.8    MM   3.8   MM   MM    MM
2023 09 15 01 54  60  6.2  8.2    MM    MM    MM  MM  994.5   3.8    MM   3.8   MM   MM    MM
2023 09 15 01 44  50  6.2  8.8    MM    MM    MM  MM  994.6   3.9    MM   3.9   MM   MM    MM
2023 09 15 01 34  60  6.2  8.8    MM    MM    MM  MM  994.7   3.8    MM   3.8   MM   MM    MM
2023 09 15 01 24  50  6.7  8.8    MM    MM    MM  MM  994.8   3.8    MM   3.8   MM   MM    MM
2023 09 15 01 14  60  6.2  8.8    MM    MM    MM  MM  994.9   3.9    MM   3.9   MM   MM    MM
2023 09 15 01 04  50  6.2  8.8    MM    MM    MM  MM  995.0   4.0    MM   4.0   MM   MM    MM
2023 09 15 00 54  60  6.2  8.8    MM    MM    MM  MM  995.2   4.0    MM   4.0   MM   MM    MM
2023 09 15 00 44  60  7.2 10.3    MM    MM    MM  MM  995.1   4.0    MM   4.0   MM   MM    MM
2023 09 15 00 34  60  6.7  9.3    MM    MM    MM  MM  995.2   4.0    MM   4.0   MM   MM    MM
2023 09 15 00 24  60  7.2  9.3    MM    MM    MM  MM  995.3   4.0    MM   4.0   MM   MM    MM
2023 09 15 00 14  60  7.2  8.8    MM    MM    MM  MM  995.3   4.1    MM   4.1   MM   MM    MM
2023 09 14 23 54  50  7.2  9.8    MM    MM    MM  MM  995.6   4.3    MM   4.3   MM   MM    MM
2023 09 14 23 44  60  7.2  9.8    MM    MM    MM  MM  995.7   4.3    MM   4.3   MM   MM    MM
2023 09 14 23 34  60  7.2  9.8    MM    MM    MM  MM  995.9   4.5    MM   4.5   MM   MM    MM
2023 09 14 23 24  70  8.2 10.3    MM    MM    MM  MM  996.0   4.4    MM   4.4   MM   MM    MM
2023 09 14 23 14  60  7.7 11.3    MM    MM    MM  MM  996.0   4.6    MM   4.6   MM   MM    MM
2023 09 14 23 04  70  7.7 10.8    MM    MM    MM  MM  996.1   4.6    MM   4.6   MM   MM    MM
2023 09 14 22 54  60  7.7 10.3    MM    MM    MM  MM  996.2   4.7    MM   4.7   MM   MM    MM
2023 09 14 22 44  60  7.2  9.8    MM    MM    MM  MM  996.3   4.8    MM   4.8   MM   MM    MM
2023 09 14 22 34  60  6.7  9.3    MM    MM    MM  MM  996.4   5.0    MM   5.0   MM   MM    MM
2023 09 14 22 24  60  6.7  9.3    MM    MM    MM  MM  996.6   5.0    MM   5.0   MM   MM    MM
2023 09 14 22 14  70  6.7  9.8    MM    MM    MM  MM  996.7   5.1    MM   5.1   MM   MM    MM
2023 09 14 22 04  70  7.2  9.3    MM    MM    MM  MM  996.8   5.0    MM   5.0   MM   MM    MM
2023 09 14 21 54  70  6.7  9.3    MM    MM    MM  MM  996.9   4.9    MM   4.9   MM   MM    MM
2023 09 14 21 44  80  7.2 10.3    MM    MM    MM  MM  997.0   4.6    MM   4.6   MM   MM    MM
2023 09 14 21 34  90  8.8 11.3    MM    MM    MM  MM  997.1   4.6    MM   4.6   MM   MM    MM
2023 09 14 21 14  80  9.3 11.8    MM    MM    MM  MM  997.1   4.7    MM   4.7   MM   MM    MM
2023 09 14 21 04  90  9.3 11.8    MM    MM    MM  MM  997.3   4.7    MM   4.7   MM   MM    MM
2023 09 14 20 54  90  8.2 10.8    MM    MM    MM  MM  997.5   4.7    MM   4.7   MM   MM    MM
