#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 19 07 00  MM   MM   MM    MM    MM    MM  MM 1016.2  20.4    MM  16.6   MM -0.5    MM
2023 09 19 06 00  MM   MM   MM    MM    MM    MM  MM 1016.5  20.9    MM  16.2   MM +0.0    MM
2023 09 19 05 00  MM   MM   MM    MM    MM    MM  MM 1016.5  21.5    MM  17.2   MM +0.3    MM
2023 09 19 04 00  MM   MM   MM    MM    MM    MM  MM 1016.7  22.2    MM  16.5   MM +1.3    MM
2023 09 19 03 00  MM   MM   MM    MM    MM    MM  MM 1016.7  23.0    MM  16.7   MM +2.0    MM
2023 09 19 02 00  MM   MM   MM    MM    MM    MM  MM 1016.2  24.5    MM  14.6   MM +2.2    MM
2023 09 19 01 00  MM   MM   MM    MM    MM    MM  MM 1015.4  26.0    MM  14.0   MM +1.9    MM
2023 09 19 00 00  MM   MM   MM    MM    MM    MM  MM 1014.7  27.2    MM  14.1   MM +1.3    MM
2023 09 18 23 00  MM   MM   MM    MM    MM    MM  MM 1014.0  29.9    MM  13.3   MM +0.3    MM
2023 09 18 22 00  MM   MM   MM    MM    MM    MM  MM 1013.5  30.8    MM  11.9   MM -1.1    MM
2023 09 18 21 00  MM   MM   MM    MM    MM    MM  MM 1013.4  31.1    MM  12.5   MM -1.8    MM
2023 09 18 20 00  MM   MM   MM    MM    MM    MM  MM 1013.7  31.3    MM  12.7   MM -2.0    MM
2023 09 18 19 00  MM   MM   MM    MM    MM    MM  MM 1014.6  31.1    MM  12.5   MM -1.4    MM
2023 09 18 18 00  MM   MM   MM    MM    MM    MM  MM 1015.2  29.6    MM  12.8   MM -0.7    MM
2023 09 18 17 00  MM   MM   MM    MM    MM    MM  MM 1015.7  30.6    MM  13.4   MM +0.0    MM
2023 09 18 16 00  MM   MM   MM    MM    MM    MM  MM 1016.0  29.8    MM  12.7   MM +0.7    MM
2023 09 18 15 00  MM   MM   MM    MM    MM    MM  MM 1015.9  28.7    MM  15.9   MM +1.1    MM
2023 09 18 14 00  MM   MM   MM    MM    MM    MM  MM 1015.7  27.4    MM  18.9   MM +1.6    MM
2023 09 18 13 00  MM   MM   MM    MM    MM    MM  MM 1015.3  25.5    MM  20.7   MM +1.6    MM
2023 09 18 12 00  MM   MM   MM    MM    MM    MM  MM 1014.8  22.2    MM  20.4   MM +1.5    MM
2023 09 18 11 00  MM   MM   MM    MM    MM    MM  MM 1014.1  22.0    MM  20.8   MM +0.9    MM
2023 09 18 10 00  MM   MM   MM    MM    MM    MM  MM 1013.7  22.5    MM  21.5   MM +0.3    MM
2023 09 18 09 00  MM   MM   MM    MM    MM    MM  MM 1013.3  22.9    MM  22.2   MM +0.0    MM
2023 09 18 08 00  MM   MM   MM    MM    MM    MM  MM 1013.2  22.8    MM  22.5   MM +0.0    MM
2023 09 18 07 00  MM   MM   MM    MM    MM    MM  MM 1013.4  22.7    MM  22.7   MM -0.3    MM
2023 09 18 06 00  MM   MM   MM    MM    MM    MM  MM 1013.5  22.8    MM  22.8   MM +0.0    MM
2023 09 18 05 00  MM   MM   MM    MM    MM    MM  MM 1013.4  23.1    MM  23.1   MM +0.0    MM
2023 09 18 04 00  MM   MM   MM    MM    MM    MM  MM 1013.7  22.7    MM  22.7   MM +0.9    MM
2023 09 18 03 00  MM   MM   MM    MM    MM    MM  MM 1013.4  22.9    MM  22.9   MM +2.1    MM
2023 09 18 02 00  MM   MM   MM    MM    MM    MM  MM 1013.3  23.4    MM  23.4   MM +2.0    MM
2023 09 18 01 00  MM   MM   MM    MM    MM    MM  MM 1012.8  27.0    MM  22.5   MM +1.2    MM
2023 09 18 00 00  MM   MM   MM    MM    MM    MM  MM 1011.3  29.0    MM  25.6   MM -0.4    MM
2023 09 17 23 00  MM   MM   MM    MM    MM    MM  MM 1011.3  29.1    MM  25.0   MM -0.6    MM
2023 09 17 22 00  MM   MM   MM    MM    MM    MM  MM 1011.6  29.4    MM  24.5   MM -0.9    MM
2023 09 17 21 00  MM   MM   MM    MM    MM    MM  MM 1011.7  29.4    MM  25.6   MM -1.6    MM
2023 09 17 20 00  MM   MM   MM    MM    MM    MM  MM 1011.9  29.5    MM  24.7   MM -2.1    MM
2023 09 17 19 00  MM   MM   MM    MM    MM    MM  MM 1012.5  29.9    MM  25.7   MM -1.7    MM
2023 09 17 18 00  MM   MM   MM    MM    MM    MM  MM 1013.3  29.8    MM  25.1   MM -1.2    MM
2023 09 17 17 00  MM   MM   MM    MM    MM    MM  MM 1014.0  28.0    MM  25.2   MM -0.5    MM
2023 09 17 16 00  MM   MM   MM    MM    MM    MM  MM 1014.2  29.2    MM  25.1   MM +0.0    MM
2023 09 17 15 00  MM   MM   MM    MM    MM    MM  MM 1014.5  29.2    MM  25.2   MM +0.4    MM
2023 09 17 14 00  MM   MM   MM    MM    MM    MM  MM 1014.5  28.6    MM  25.5   MM +1.0    MM
2023 09 17 13 00  MM   MM   MM    MM    MM    MM  MM 1014.1  26.1    MM  23.6   MM +0.6    MM
2023 09 17 12 00  MM   MM   MM    MM    MM    MM  MM 1014.1  23.9    MM  23.3   MM +0.8    MM
2023 09 17 11 00  MM   MM   MM    MM    MM    MM  MM 1013.5  23.5    MM  23.1   MM +0.0    MM
2023 09 17 10 00  MM   MM   MM    MM    MM    MM  MM 1013.5  23.7    MM  23.1   MM -0.4    MM
2023 09 17 09 00  MM   MM   MM    MM    MM    MM  MM 1013.3  23.7    MM  23.2   MM -1.1    MM
2023 09 17 08 00  MM   MM   MM    MM    MM    MM  MM 1013.4  23.7    MM  23.2   MM -1.7    MM
2023 09 17 07 00  MM   MM   MM    MM    MM    MM  MM 1013.9  24.0    MM  23.4   MM -1.4    MM
2023 09 17 06 00  MM   MM   MM    MM    MM    MM  MM 1014.4  24.2    MM  23.7   MM -1.0    MM
2023 09 17 05 00  MM   MM   MM    MM    MM    MM  MM 1015.1  24.3    MM  23.8   MM -0.4    MM
2023 09 17 04 00  MM   MM   MM    MM    MM    MM  MM 1015.3  24.7    MM  24.0   MM +0.0    MM
2023 09 17 03 00  MM   MM   MM    MM    MM    MM  MM 1015.4  24.8    MM  23.9   MM +0.7    MM
2023 09 17 02 00  MM   MM   MM    MM    MM    MM  MM 1015.5  24.8    MM  23.7   MM +1.2    MM
2023 09 17 01 00  MM   MM   MM    MM    MM    MM  MM 1015.2  25.8    MM  24.0   MM +1.3    MM
2023 09 17 00 00  MM   MM   MM    MM    MM    MM  MM 1014.7  28.0    MM  23.9   MM +0.6    MM
2023 09 16 23 00  MM   MM   MM    MM    MM    MM  MM 1014.3  29.0    MM  24.5   MM -0.3    MM
2023 09 16 22 00  MM   MM   MM    MM    MM    MM  MM 1013.9  29.1    MM  24.3   MM -1.5    MM
2023 09 16 21 00  MM   MM   MM    MM    MM    MM  MM 1014.1  29.1    MM  24.1   MM -2.2    MM
2023 09 16 20 00  MM   MM   MM    MM    MM    MM  MM 1014.6  30.1    MM  24.1   MM -2.2    MM
2023 09 16 19 00  MM   MM   MM    MM    MM    MM  MM 1015.4  29.7    MM  24.2   MM -1.9    MM
2023 09 16 18 00  MM   MM   MM    MM    MM    MM  MM 1016.3  28.9    MM  23.6   MM -1.1    MM
2023 09 16 17 00  MM   MM   MM    MM    MM    MM  MM 1016.8  28.8    MM  22.2   MM -0.5    MM
2023 09 16 16 00  MM   MM   MM    MM    MM    MM  MM 1017.3  27.8    MM  22.1   MM +0.5    MM
2023 09 16 15 00  MM   MM   MM    MM    MM    MM  MM 1017.4  26.5    MM  21.5   MM +1.1    MM
2023 09 16 14 00  MM   MM   MM    MM    MM    MM  MM 1017.3  25.4    MM  21.8   MM +1.5    MM
2023 09 16 13 00  MM   MM   MM    MM    MM    MM  MM 1016.8  25.1    MM  21.3   MM +1.4    MM
2023 09 16 12 00  MM   MM   MM    MM    MM    MM  MM 1016.3  23.3    MM  22.0   MM +1.0    MM
2023 09 16 11 00  MM   MM   MM    MM    MM    MM  MM 1015.8  23.1    MM  22.0   MM +0.3    MM
2023 09 16 10 00  MM   MM   MM    MM    MM    MM  MM 1015.4  23.2    MM  22.3   MM +0.0    MM
2023 09 16 09 00  MM   MM   MM    MM    MM    MM  MM 1015.3  23.3    MM  22.4   MM -0.5    MM
2023 09 16 08 00  MM   MM   MM    MM    MM    MM  MM 1015.5  23.3    MM  22.6   MM -1.0    MM
2023 09 16 07 00  MM   MM   MM    MM    MM    MM  MM 1015.6  23.6    MM  22.8   MM -1.0    MM
2023 09 16 06 00  MM   MM   MM    MM    MM    MM  MM 1015.8  23.9    MM  23.0   MM -0.5    MM
2023 09 16 05 00  MM   MM   MM    MM    MM    MM  MM 1016.5  24.3    MM  23.3   MM +0.5    MM
2023 09 16 04 00  MM   MM   MM    MM    MM    MM  MM 1016.6  24.1    MM  23.2   MM +1.4    MM
2023 09 16 03 00  MM   MM   MM    MM    MM    MM  MM 1016.3  24.2    MM  23.3   MM +1.9    MM
2023 09 16 02 00  MM   MM   MM    MM    MM    MM  MM 1016.0  24.7    MM  23.2   MM +2.0    MM
2023 09 16 01 00  MM   MM   MM    MM    MM    MM  MM 1015.2  25.7    MM  24.2   MM +1.4    MM
2023 09 16 00 00  MM   MM   MM    MM    MM    MM  MM 1014.4  26.4    MM  23.7   MM +1.0    MM
2023 09 15 23 00  MM   MM   MM    MM    MM    MM  MM 1014.0  27.0    MM  24.3   MM +0.4    MM
2023 09 15 22 00  MM   MM   MM    MM    MM    MM  MM 1013.8  27.6    MM  23.3   MM -0.0    MM
2023 09 15 21 00  MM   MM   MM    MM    MM    MM  MM 1013.4  30.3    MM  22.9   MM -1.0    MM
2023 09 15 20 00  MM   MM   MM    MM    MM    MM  MM 1013.6  29.1    MM  23.3   MM -1.2    MM
2023 09 15 19 00  MM   MM   MM    MM    MM    MM  MM 1013.8  30.0    MM  23.7   MM -1.3    MM
2023 09 15 18 00  MM   MM   MM    MM    MM    MM  MM 1014.4  29.4    MM  24.2   MM -0.8    MM
2023 09 15 17 00  MM   MM   MM    MM    MM    MM  MM 1014.8  28.9    MM  24.5   MM +0.0    MM
2023 09 15 16 00  MM   MM   MM    MM    MM    MM  MM 1015.1  28.7    MM  24.3   MM +0.5    MM
2023 09 15 15 00  MM   MM   MM    MM    MM    MM  MM 1015.2  28.9    MM  23.9   MM +0.9    MM
2023 09 15 14 00  MM   MM   MM    MM    MM    MM  MM 1014.9  28.1    MM  21.8   MM +1.0    MM
2023 09 15 13 00  MM   MM   MM    MM    MM    MM  MM 1014.6  26.3    MM  22.5   MM +1.2    MM
2023 09 15 12 00  MM   MM   MM    MM    MM    MM  MM 1014.3  23.9    MM  23.1   MM +1.2    MM
2023 09 15 11 00  MM   MM   MM    MM    MM    MM  MM 1013.9  23.4    MM  22.5   MM +0.8    MM
2023 09 15 10 00  MM   MM   MM    MM    MM    MM  MM 1013.4  23.9    MM  22.9   MM +0.3    MM
2023 09 15 09 00  MM   MM   MM    MM    MM    MM  MM 1013.1  24.3    MM  23.5   MM +0.0    MM
2023 09 15 08 00  MM   MM   MM    MM    MM    MM  MM 1013.1  24.4    MM  23.6   MM -0.6    MM
2023 09 15 07 00  MM   MM   MM    MM    MM    MM  MM 1013.1  24.7    MM  23.7   MM -0.8    MM
2023 09 15 06 00  MM   MM   MM    MM    MM    MM  MM 1013.2  25.7    MM  24.2   MM -0.7    MM
2023 09 15 05 00  MM   MM   MM    MM    MM    MM  MM 1013.7  26.4    MM  24.1   MM +0.0    MM
2023 09 15 04 00  MM   MM   MM    MM    MM    MM  MM 1013.9  27.5    MM  25.0   MM +1.0    MM
2023 09 15 03 00  MM   MM   MM    MM    MM    MM  MM 1013.9  28.0    MM  24.9   MM +1.5    MM
2023 09 15 02 00  MM   MM   MM    MM    MM    MM  MM 1013.6  29.2    MM  25.3   MM +1.3    MM
2023 09 15 01 00  MM   MM   MM    MM    MM    MM  MM 1012.9  29.6    MM  24.8   MM +1.2    MM
2023 09 15 00 00  MM   MM   MM    MM    MM    MM  MM 1012.4  29.8    MM  24.8   MM +0.7    MM
2023 09 14 23 00  MM   MM   MM    MM    MM    MM  MM 1012.3  30.3    MM  24.7   MM -0.0    MM
2023 09 14 22 00  MM   MM   MM    MM    MM    MM  MM 1011.7  30.4    MM  24.5   MM -0.9    MM
2023 09 14 21 00  MM   MM   MM    MM    MM    MM  MM 1011.7  30.4    MM  25.0   MM -1.6    MM
2023 09 14 20 00  MM   MM   MM    MM    MM    MM  MM 1012.1  30.2    MM  24.4   MM -2.0    MM
2023 09 14 19 00  MM   MM   MM    MM    MM    MM  MM 1012.6  30.2    MM  24.4   MM -1.8    MM
2023 09 14 18 00  MM   MM   MM    MM    MM    MM  MM 1013.3  29.3    MM  25.0   MM -1.2    MM
2023 09 14 17 00  MM   MM   MM    MM    MM    MM  MM 1014.1  29.2    MM  24.7   MM +0.0    MM
2023 09 14 16 00  MM   MM   MM    MM    MM    MM  MM 1014.4  29.0    MM  24.2   MM +0.5    MM
2023 09 14 15 00  MM   MM   MM    MM    MM    MM  MM 1014.5  28.8    MM  24.1   MM +0.9    MM
2023 09 14 14 00  MM   MM   MM    MM    MM    MM  MM 1014.1  27.7    MM  21.4   MM   MM    MM
2023 09 14 13 00  MM   MM   MM    MM    MM    MM  MM 1013.9  27.5    MM  23.0   MM +1.4    MM
2023 09 14 12 00  MM   MM   MM    MM    MM    MM  MM 1013.6  24.5    MM  23.6   MM +1.5    MM
2023 09 14 10 00  MM   MM   MM    MM    MM    MM  MM 1012.5  23.2    MM  22.5   MM +0.3    MM
2023 09 14 09 00  MM   MM   MM    MM    MM    MM  MM 1012.1  23.8    MM  22.8   MM -0.3    MM
2023 09 14 08 00  MM   MM   MM    MM    MM    MM  MM 1012.3  23.8    MM  22.5   MM -0.6    MM
2023 09 14 07 00  MM   MM   MM    MM    MM    MM  MM 1012.2  24.6    MM  23.1   MM -1.3    MM
2023 09 14 06 00  MM   MM   MM    MM    MM    MM  MM 1012.4  25.2    MM  23.1   MM -1.1    MM
2023 09 14 05 00  MM   MM   MM    MM    MM    MM  MM 1012.9  25.8    MM  22.9   MM +0.0    MM
2023 09 14 04 00  MM   MM   MM    MM    MM    MM  MM 1013.5  26.2    MM  23.7   MM +0.8    MM
2023 09 14 03 00  MM   MM   MM    MM    MM    MM  MM 1013.5  27.9    MM  25.0   MM +0.7    MM
2023 09 14 02 00  MM   MM   MM    MM    MM    MM  MM 1013.1  28.7    MM  25.4   MM +0.6    MM
2023 09 14 01 00  MM   MM   MM    MM    MM    MM  MM 1012.7  28.7    MM  25.1   MM +0.7    MM
2023 09 14 00 00  MM   MM   MM    MM    MM    MM  MM 1012.8  28.7    MM  25.1   MM +1.0    MM
2023 09 13 23 00  MM   MM   MM    MM    MM    MM  MM 1012.5  28.7    MM  24.8   MM -0.0    MM
2023 09 13 22 00  MM   MM   MM    MM    MM    MM  MM 1012.0  28.9    MM  24.2   MM -1.7    MM
2023 09 13 21 00  MM   MM   MM    MM    MM    MM  MM 1011.8  29.1    MM  23.8   MM -2.9    MM
2023 09 13 20 00  MM   MM   MM    MM    MM    MM  MM 1012.4  29.1    MM  23.4   MM -3.1    MM
2023 09 13 19 00  MM   MM   MM    MM    MM    MM  MM 1013.7  28.8    MM  23.4   MM -2.2    MM
2023 09 13 18 00  MM   MM   MM    MM    MM    MM  MM 1014.7  28.7    MM  24.0   MM -1.2    MM
2023 09 13 17 00  MM   MM   MM    MM    MM    MM  MM 1015.5  28.7    MM  23.6   MM -0.6    MM
2023 09 13 16 00  MM   MM   MM    MM    MM    MM  MM 1015.9  28.6    MM  23.4   MM +0.0    MM
2023 09 13 15 00  MM   MM   MM    MM    MM    MM  MM 1015.9  31.0    MM  22.5   MM +0.0    MM
2023 09 13 14 00  MM   MM   MM    MM    MM    MM  MM 1016.1  29.2    MM  22.3   MM +0.6    MM
2023 09 13 13 00  MM   MM   MM    MM    MM    MM  MM 1016.0  26.7    MM  22.4   MM +1.2    MM
2023 09 13 12 00  MM   MM   MM    MM    MM    MM  MM 1016.1  23.3    MM  23.3   MM +1.6    MM
2023 09 13 11 00  MM   MM   MM    MM    MM    MM  MM 1015.5  21.8    MM  21.8   MM +1.0    MM
2023 09 13 10 00  MM   MM   MM    MM    MM    MM  MM 1014.8  22.2    MM  22.2   MM -0.0    MM
2023 09 13 09 00  MM   MM   MM    MM    MM    MM  MM 1014.5  22.9    MM  22.8   MM -0.3    MM
2023 09 13 08 00  MM   MM   MM    MM    MM    MM  MM 1014.5  23.2    MM  23.1   MM -0.8    MM
2023 09 13 07 00  MM   MM   MM    MM    MM    MM  MM 1014.7  23.7    MM  23.2   MM -1.1    MM
2023 09 13 06 00  MM   MM   MM    MM    MM    MM  MM 1014.8  23.7    MM  23.5   MM -0.8    MM
2023 09 13 05 00  MM   MM   MM    MM    MM    MM  MM 1015.3  23.4    MM  23.3   MM -0.5    MM
2023 09 13 04 00  MM   MM   MM    MM    MM    MM  MM 1015.8  23.7    MM  23.2   MM +0.7    MM
2023 09 13 03 00  MM   MM   MM    MM    MM    MM  MM 1015.6  24.1    MM  23.3   MM +0.6    MM
2023 09 13 02 00  MM   MM   MM    MM    MM    MM  MM 1015.8  25.1    MM  23.0   MM +0.4    MM
2023 09 13 01 00  MM   MM   MM    MM    MM    MM  MM 1015.1  26.1    MM  21.8   MM +0.0    MM
2023 09 13 00 00  MM   MM   MM    MM    MM    MM  MM 1015.0  27.1    MM  21.3   MM -0.7    MM
2023 09 12 23 00  MM   MM   MM    MM    MM    MM  MM 1015.4  27.5    MM  21.1   MM +0.0    MM
2023 09 12 22 00  MM   MM   MM    MM    MM    MM  MM 1015.2  28.6    MM  21.8   MM -0.5    MM
2023 09 12 21 00  MM   MM   MM    MM    MM    MM  MM 1015.7  29.4    MM  24.8   MM -0.6    MM
2023 09 12 20 00  MM   MM   MM    MM    MM    MM  MM 1015.5  29.3    MM  24.6   MM -1.7    MM
2023 09 12 19 00  MM   MM   MM    MM    MM    MM  MM 1015.7  29.9    MM  24.9   MM -1.9    MM
2023 09 12 18 00  MM   MM   MM    MM    MM    MM  MM 1016.3  29.6    MM  25.1   MM -1.7    MM
2023 09 12 17 00  MM   MM   MM    MM    MM    MM  MM 1017.2  30.0    MM  24.2   MM -0.7    MM
2023 09 12 16 00  MM   MM   MM    MM    MM    MM  MM 1017.6  29.9    MM  25.0   MM +0.0    MM
2023 09 12 15 00  MM   MM   MM    MM    MM    MM  MM 1018.0  30.2    MM  22.2   MM +0.8    MM
2023 09 12 14 00  MM   MM   MM    MM    MM    MM  MM 1017.9  29.4    MM  22.4   MM +1.2    MM
2023 09 12 13 00  MM   MM   MM    MM    MM    MM  MM 1017.7  25.9    MM  22.2   MM +1.2    MM
2023 09 12 12 00  MM   MM   MM    MM    MM    MM  MM 1017.2  23.1    MM  22.5   MM +1.3    MM
2023 09 12 11 00  MM   MM   MM    MM    MM    MM  MM 1016.7  22.2    MM  21.8   MM +0.4    MM
2023 09 12 10 00  MM   MM   MM    MM    MM    MM  MM 1016.5  22.5    MM  22.0   MM -0.0    MM
2023 09 12 09 00  MM   MM   MM    MM    MM    MM  MM 1015.9  23.0    MM  22.4   MM -1.1    MM
2023 09 12 08 00  MM   MM   MM    MM    MM    MM  MM 1016.3  23.4    MM  22.4   MM -1.2    MM
2023 09 12 07 00  MM   MM   MM    MM    MM    MM  MM 1016.7  23.6    MM  22.1   MM -1.2    MM
2023 09 12 06 00  MM   MM   MM    MM    MM    MM  MM 1017.0  25.0    MM  22.0   MM -0.7    MM
2023 09 12 05 00  MM   MM   MM    MM    MM    MM  MM 1017.5  25.1    MM  22.8   MM +0.0    MM
2023 09 12 04 00  MM   MM   MM    MM    MM    MM  MM 1017.9  25.4    MM  23.2   MM +1.0    MM
2023 09 12 03 00  MM   MM   MM    MM    MM    MM  MM 1017.7  25.8    MM  23.5   MM +1.2    MM
2023 09 12 02 00  MM   MM   MM    MM    MM    MM  MM 1017.7  26.8    MM  24.9   MM +1.5    MM
2023 09 12 01 00  MM   MM   MM    MM    MM    MM  MM 1016.9  29.0    MM  24.3   MM +0.9    MM
2023 09 12 00 00  MM   MM   MM    MM    MM    MM  MM 1016.5  29.0    MM  25.2   MM +0.6    MM
2023 09 11 23 00  MM   MM   MM    MM    MM    MM  MM 1016.2  29.5    MM  25.1   MM -0.4    MM
2023 09 11 22 00  MM   MM   MM    MM    MM    MM  MM 1016.0  29.9    MM  24.8   MM -1.3    MM
2023 09 11 21 00  MM   MM   MM    MM    MM    MM  MM 1015.9  30.1    MM  23.3   MM -1.9    MM
2023 09 11 20 00  MM   MM   MM    MM    MM    MM  MM 1016.6  29.9    MM  23.7   MM -1.4    MM
2023 09 11 19 00  MM   MM   MM    MM    MM    MM  MM 1017.3  29.8    MM  23.0   MM -1.1    MM
2023 09 11 18 00  MM   MM   MM    MM    MM    MM  MM 1017.8  30.3    MM  21.7   MM -0.5    MM
2023 09 11 17 00  MM   MM   MM    MM    MM    MM  MM 1018.0  30.1    MM  22.3   MM +0.0    MM
2023 09 11 16 00  MM   MM   MM    MM    MM    MM  MM 1018.4  30.0    MM  22.3   MM +0.9    MM
2023 09 11 15 00  MM   MM   MM    MM    MM    MM  MM 1018.3  30.2    MM  23.7   MM +1.2    MM
2023 09 11 14 00  MM   MM   MM    MM    MM    MM  MM 1018.1  28.6    MM  23.1   MM +1.2    MM
2023 09 11 13 00  MM   MM   MM    MM    MM    MM  MM 1017.5  26.7    MM  24.0   MM +1.1    MM
2023 09 11 12 00  MM   MM   MM    MM    MM    MM  MM 1017.1  24.6    MM  24.5   MM +0.9    MM
2023 09 11 11 00  MM   MM   MM    MM    MM    MM  MM 1016.9  23.9    MM  23.8   MM +0.6    MM
2023 09 11 10 00  MM   MM   MM    MM    MM    MM  MM 1016.4  24.6    MM  24.4   MM +0.0    MM
2023 09 11 09 00  MM   MM   MM    MM    MM    MM  MM 1016.2  24.3    MM  24.2   MM -0.5    MM
2023 09 11 08 00  MM   MM   MM    MM    MM    MM  MM 1016.3  24.8    MM  24.7   MM -0.6    MM
2023 09 11 07 00  MM   MM   MM    MM    MM    MM  MM 1016.3  24.7    MM  24.6   MM -0.7    MM
2023 09 11 06 00  MM   MM   MM    MM    MM    MM  MM 1016.7  24.8    MM  24.6   MM +0.0    MM
2023 09 11 05 00  MM   MM   MM    MM    MM    MM  MM 1016.9  25.5    MM  25.0   MM +0.3    MM
2023 09 11 04 00  MM   MM   MM    MM    MM    MM  MM 1017.0  28.5    MM  24.6   MM +0.7    MM
2023 09 11 03 00  MM   MM   MM    MM    MM    MM  MM 1016.8  28.5    MM  25.3   MM +1.1    MM
2023 09 11 02 00  MM   MM   MM    MM    MM    MM  MM 1016.6  28.7    MM  24.5   MM +0.9    MM
2023 09 11 01 00  MM   MM   MM    MM    MM    MM  MM 1016.3  28.6    MM  25.6   MM +1.0    MM
2023 09 11 00 00  MM   MM   MM    MM    MM    MM  MM 1015.7  28.7    MM  24.8   MM +0.0    MM
2023 09 10 23 00  MM   MM   MM    MM    MM    MM  MM 1015.7  29.0    MM  25.1   MM -0.0    MM
2023 09 10 22 00  MM   MM   MM    MM    MM    MM  MM 1015.3  29.2    MM  24.9   MM -0.8    MM
2023 09 10 21 00  MM   MM   MM    MM    MM    MM  MM 1015.5  28.9    MM  25.0   MM -1.2    MM
2023 09 10 20 00  MM   MM   MM    MM    MM    MM  MM 1015.7  28.9    MM  24.8   MM -1.5    MM
2023 09 10 19 00  MM   MM   MM    MM    MM    MM  MM 1016.1  28.6    MM  24.6   MM -1.4    MM
2023 09 10 18 00  MM   MM   MM    MM    MM    MM  MM 1016.7  28.1    MM  23.6   MM -0.3    MM
2023 09 10 17 00  MM   MM   MM    MM    MM    MM  MM 1017.2  29.3    MM  26.0   MM +0.6    MM
2023 09 10 16 00  MM   MM   MM    MM    MM    MM  MM 1017.5  27.8    MM  24.2   MM +1.5    MM
2023 09 10 15 00  MM   MM   MM    MM    MM    MM  MM 1017.0  27.4    MM  23.7   MM +1.3    MM
2023 09 10 14 00  MM   MM   MM    MM    MM    MM  MM 1016.6  27.9    MM  23.7   MM +1.6    MM
2023 09 10 13 00  MM   MM   MM    MM    MM    MM  MM 1016.0  25.6    MM  24.7   MM +1.3    MM
2023 09 10 12 00  MM   MM   MM    MM    MM    MM  MM 1015.7  23.6    MM  23.6   MM +1.2    MM
2023 09 10 11 00  MM   MM   MM    MM    MM    MM  MM 1015.0  23.0    MM  23.0   MM +0.5    MM
2023 09 10 10 00  MM   MM   MM    MM    MM    MM  MM 1014.7  23.1    MM  23.1   MM +0.3    MM
2023 09 10 09 00  MM   MM   MM    MM    MM    MM  MM 1014.5  23.2    MM  23.2   MM -0.0    MM
2023 09 10 08 00  MM   MM   MM    MM    MM    MM  MM 1014.5  24.0    MM  23.6   MM -0.5    MM
2023 09 10 07 00  MM   MM   MM    MM    MM    MM  MM 1014.4  24.1    MM  23.7   MM -0.8    MM
2023 09 10 06 00  MM   MM   MM    MM    MM    MM  MM 1014.7  24.3    MM  23.8   MM -0.4    MM
2023 09 10 05 00  MM   MM   MM    MM    MM    MM  MM 1015.0  24.7    MM  23.9   MM +0.0    MM
2023 09 10 04 00  MM   MM   MM    MM    MM    MM  MM 1015.2  25.2    MM  24.0   MM +0.9    MM
2023 09 10 03 00  MM   MM   MM    MM    MM    MM  MM 1015.1  25.5    MM  24.2   MM +1.3    MM
2023 09 10 02 00  MM   MM   MM    MM    MM    MM  MM 1015.0  26.0    MM  24.2   MM +1.3    MM
2023 09 10 01 00  MM   MM   MM    MM    MM    MM  MM 1014.3  26.8    MM  24.4   MM +0.5    MM
2023 09 10 00 00  MM   MM   MM    MM    MM    MM  MM 1013.8  27.4    MM  24.2   MM +0.0    MM
2023 09 09 23 00  MM   MM   MM    MM    MM    MM  MM 1013.7  27.9    MM  24.1   MM -0.3    MM
2023 09 09 22 00  MM   MM   MM    MM    MM    MM  MM 1013.8  27.8    MM  24.4   MM -0.7    MM
2023 09 09 21 00  MM   MM   MM    MM    MM    MM  MM 1013.6  27.9    MM  24.1   MM -1.1    MM
2023 09 09 20 00  MM   MM   MM    MM    MM    MM  MM 1014.0  27.8    MM  23.9   MM -1.7    MM
2023 09 09 19 00  MM   MM   MM    MM    MM    MM  MM 1014.5  27.7    MM  22.9   MM -2.0    MM
2023 09 09 18 00  MM   MM   MM    MM    MM    MM  MM 1014.7  27.3    MM  23.9   MM -1.2    MM
2023 09 09 17 00  MM   MM   MM    MM    MM    MM  MM 1015.7  26.1    MM  23.9   MM +0.6    MM
2023 09 09 16 00  MM   MM   MM    MM    MM    MM  MM 1016.5  24.2    MM  22.9   MM +1.7    MM
2023 09 09 15 00  MM   MM   MM    MM    MM    MM  MM 1015.9  26.2    MM  22.6   MM +1.6    MM
2023 09 09 14 00  MM   MM   MM    MM    MM    MM  MM 1015.1  25.7    MM  22.5   MM +1.2    MM
2023 09 09 13 00  MM   MM   MM    MM    MM    MM  MM 1014.8  24.7    MM  22.9   MM +1.9    MM
2023 09 09 12 00  MM   MM   MM    MM    MM    MM  MM 1014.3  23.7    MM  22.6   MM +1.3    MM
2023 09 09 11 00  MM   MM   MM    MM    MM    MM  MM 1013.9  23.6    MM  22.9   MM +1.2    MM
2023 09 09 10 00  MM   MM   MM    MM    MM    MM  MM 1012.9  23.5    MM  23.2   MM +0.0    MM
2023 09 09 09 00  MM   MM   MM    MM    MM    MM  MM 1013.0  23.6    MM  23.0   MM -0.0    MM
2023 09 09 08 00  MM   MM   MM    MM    MM    MM  MM 1012.7  24.0    MM  22.7   MM -0.9    MM
