#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 08 20 07 00  70  3.6  4.1    MM    MM    MM  MM 1015.8  25.9    MM  24.7   MM +0.0    MM
2023 08 20 06 00  80  3.1  3.6    MM    MM    MM  MM 1016.0  26.7    MM  25.1   MM +0.3    MM
2023 08 20 05 00  80  3.1  3.6    MM    MM    MM  MM 1016.0  27.2    MM  25.5   MM +0.9    MM
2023 08 20 04 00  90  3.1  3.6    MM    MM    MM  MM 1015.8  27.2    MM  25.6   MM +1.5    MM
2023 08 20 03 00  90  2.6  2.6    MM    MM    MM  MM 1015.7  28.3    MM  25.5   MM +1.6    MM
2023 08 20 02 00  20  1.0  1.0    MM    MM    MM  MM 1015.1  29.6    MM  24.8   MM +1.2    MM
2023 08 20 01 00 360  0.5  1.5    MM    MM    MM  MM 1014.3  30.1    MM  25.0   MM +0.5    MM
2023 08 20 00 00 290  1.5  2.1    MM    MM    MM  MM 1014.1  31.4    MM  24.5   MM +0.0    MM
2023 08 19 23 00 270  2.6  2.6    MM    MM    MM  MM 1013.9  31.7    MM  24.4   MM -0.5    MM
2023 08 19 22 00 260  2.6  3.1    MM    MM    MM  MM 1013.8  31.5    MM  23.9   MM -1.3    MM
2023 08 19 21 00 240  3.1  3.6    MM    MM    MM  MM 1014.0  31.2    MM  24.1   MM -1.8    MM
2023 08 19 20 00 270  3.6  4.6    MM    MM    MM  MM 1014.4  31.0    MM  24.8   MM -2.0    MM
2023 08 19 19 00 260  3.6  4.1    MM    MM    MM  MM 1015.1  30.7    MM  24.8   MM -1.5    MM
2023 08 19 18 00 220  3.6  4.1    MM    MM    MM  MM 1015.8  30.6    MM  24.2   MM -0.7    MM
2023 08 19 17 00 230  3.6  4.1    MM    MM    MM  MM 1016.4  30.4    MM  24.8   MM +0.3    MM
2023 08 19 16 00 260  2.6  2.6    MM    MM    MM  MM 1016.6  30.6    MM  24.0   MM +0.7    MM
2023 08 19 15 00 320  1.5  2.1    MM    MM    MM  MM 1016.5  31.3    MM  23.1   MM +1.2    MM
2023 08 19 14 00  60  2.6  3.1    MM    MM    MM  MM 1016.1  29.6    MM  24.1   MM +1.1    MM
2023 08 19 13 00  60  2.6  3.1    MM    MM    MM  MM 1015.9  27.7    MM  24.7   MM +1.4    MM
2023 08 19 12 00  50  1.5  2.1    MM    MM    MM  MM 1015.3  25.5    MM  24.7   MM +1.2    MM
2023 08 19 11 00  60  2.1  2.1    MM    MM    MM  MM 1015.0  24.9    MM  24.5   MM +0.9    MM
2023 08 19 10 00  70  2.1  2.6    MM    MM    MM  MM 1014.5  24.8    MM  24.3   MM +0.3    MM
2023 08 19 09 00  50  1.5  2.1    MM    MM    MM  MM 1014.1  25.2    MM  24.3   MM -0.5    MM
2023 08 19 08 00  60  1.5  1.5    MM    MM    MM  MM 1014.1  25.7    MM  24.5   MM -0.9    MM
2023 08 19 07 00  50  0.5  1.0    MM    MM    MM  MM 1014.2  26.4    MM  24.8   MM -0.7    MM
2023 08 19 06 00 120  0.5  1.0    MM    MM    MM  MM 1014.6  27.5    MM  24.8   MM +0.0    MM
2023 08 19 05 00  MM  0.0  0.5    MM    MM    MM  MM 1015.0  29.2    MM  25.1   MM +0.8    MM
2023 08 19 04 00 200  2.1  2.6    MM    MM    MM  MM 1014.9  30.1    MM  23.8   MM +1.1    MM
2023 08 19 03 00 220  2.6  3.1    MM    MM    MM  MM 1014.4  30.1    MM  23.6   MM +1.2    MM
2023 08 19 02 00 210  2.6  3.6    MM    MM    MM  MM 1014.2  30.2    MM  24.1   MM +0.8    MM
2023 08 19 01 00 220  3.1  3.6    MM    MM    MM  MM 1013.8  30.1    MM  23.8   MM -0.0    MM
2023 08 19 00 00 210  2.1  3.1    MM    MM    MM  MM 1013.2  30.2    MM  23.9   MM -0.3    MM
2023 08 18 23 00 200  2.6  3.1    MM    MM    MM  MM 1013.4  30.4    MM  23.7   MM -0.7    MM
2023 08 18 22 00 220  3.1  3.6    MM    MM    MM  MM 1013.6  30.5    MM  23.7   MM -1.1    MM
2023 08 18 21 00 230  3.1  4.1    MM    MM    MM  MM 1013.5  30.3    MM  23.2   MM -1.9    MM
2023 08 18 20 00 230  3.1  3.6    MM    MM    MM  MM 1014.1  30.4    MM  22.9   MM -1.8    MM
2023 08 18 19 00 230  3.1  3.6    MM    MM    MM  MM 1014.7  30.0    MM  23.8   MM -1.7    MM
2023 08 18 18 00 230  3.6  4.1    MM    MM    MM  MM 1015.4  29.8    MM  24.6   MM -0.9    MM
2023 08 18 17 00 240  2.1  2.6    MM    MM    MM  MM 1015.9  29.4    MM  24.4   MM +0.0    MM
2023 08 18 16 00 270  2.6  2.6    MM    MM    MM  MM 1016.4  29.5    MM  24.9   MM +0.9    MM
2023 08 18 15 00  40  1.0  1.5    MM    MM    MM  MM 1016.3  29.4    MM  24.3   MM +1.3    MM
2023 08 18 14 00  90  2.1  2.6    MM    MM    MM  MM 1015.9  27.6    MM  23.9   MM +1.0    MM
2023 08 18 13 00  70  2.1  2.6    MM    MM    MM  MM 1015.5  26.9    MM  24.6   MM +1.2    MM
2023 08 18 12 00  50  1.0  1.5    MM    MM    MM  MM 1015.0  26.3    MM  24.4   MM +1.2    MM
2023 08 18 11 00  10  1.0  1.5    MM    MM    MM  MM 1014.9  25.6    MM  24.7   MM +1.0    MM
2023 08 18 10 00  40  1.5  2.1    MM    MM    MM  MM 1014.3  25.8    MM  24.9   MM +0.5    MM
2023 08 18 09 00  30  2.6  3.1    MM    MM    MM  MM 1013.8  26.3    MM  24.7   MM +0.0    MM
2023 08 18 08 00  30  2.1  2.6    MM    MM    MM  MM 1013.9  27.0    MM  24.8   MM -0.4    MM
2023 08 18 07 00 260  3.6  4.6    MM    MM    MM  MM 1013.8  29.0    MM  26.3   MM -0.3    MM
2023 08 18 06 00 260  5.1  6.2    MM    MM    MM  MM 1014.0  30.2    MM  25.7   MM -0.4    MM
2023 08 18 05 00 240  6.2  7.2    MM    MM    MM  MM 1014.3  30.2    MM  25.7   MM -0.6    MM
2023 08 18 04 00 240  7.7  8.8    MM    MM    MM  MM 1014.1  30.3    MM  26.1   MM +0.0    MM
2023 08 18 03 00 230  6.7  7.7    MM    MM    MM  MM 1014.4  30.3    MM  26.4   MM +1.0    MM
2023 08 18 02 00 100  3.6  4.1    MM    MM    MM  MM 1014.9  26.0    MM  24.6   MM +1.0    MM
2023 08 18 01 00 100  2.1  2.1    MM    MM    MM  MM 1013.9  25.8    MM  24.7   MM +0.3    MM
2023 08 18 00 00  30  2.1  2.6    MM    MM    MM  MM 1013.4  26.6    MM  21.9   MM +0.0    MM
2023 08 17 23 00 320  5.7  7.7    MM    MM    MM  MM 1013.9  28.3    MM  22.5   MM +0.4    MM
2023 08 17 22 00 210  3.6  4.1    MM    MM    MM  MM 1013.6  30.3    MM  25.1   MM -0.3    MM
2023 08 17 21 00 220  5.7  6.7    MM    MM    MM  MM 1013.3  30.1    MM  25.5   MM -1.1    MM
2023 08 17 20 00 230  3.1  4.1    MM    MM    MM  MM 1013.5  30.3    MM  24.2   MM -1.2    MM
2023 08 17 19 00 230  2.1  2.6    MM    MM    MM  MM 1013.9  29.6    MM  24.4   MM -1.4    MM
2023 08 17 18 00 270  2.6  3.6    MM    MM    MM  MM 1014.4  30.1    MM  23.9   MM -0.7    MM
2023 08 17 17 00 300  3.6  4.6    MM    MM    MM  MM 1014.7  29.6    MM  24.0   MM +0.0    MM
2023 08 17 16 00 340  0.5  1.5    MM    MM    MM  MM 1015.3  28.0    MM  22.2   MM +0.7    MM
2023 08 17 15 00 210  3.1  3.6    MM    MM    MM  MM 1015.1  29.0    MM  24.5   MM +1.1    MM
2023 08 17 14 00 190  2.6  4.1    MM    MM    MM  MM 1014.9  28.1    MM  24.4   MM +0.6    MM
2023 08 17 13 00 100  1.5  2.1    MM    MM    MM  MM 1014.6  25.2    MM  23.4   MM +1.3    MM
2023 08 17 12 00 110  1.5  1.5    MM    MM    MM  MM 1014.0  24.9    MM  22.6   MM +1.0    MM
2023 08 17 11 00 130  4.6  5.1    MM    MM    MM  MM 1014.3  25.1    MM  22.1   MM +1.1    MM
2023 08 17 10 00 250 11.8 12.9    MM    MM    MM  MM 1013.3  28.3    MM  23.0   MM   MM    MM
2023 08 17 09 00 210  4.1  5.1    MM    MM    MM  MM 1013.0  29.1    MM  25.4   MM -0.4    MM
2023 08 17 08 00 210  3.6  4.6    MM    MM    MM  MM 1013.2  28.5    MM  24.7   MM -0.4    MM
2023 08 17 06 00  60  1.0  1.0    MM    MM    MM  MM 1013.4  23.8    MM  23.5   MM -0.7    MM
2023 08 17 05 00 100  2.6  2.6    MM    MM    MM  MM 1013.6  23.7    MM  23.1   MM -0.7    MM
2023 08 17 04 00  80  2.1  3.1    MM    MM    MM  MM 1014.5  23.1    MM  21.7   MM -0.0    MM
2023 08 17 03 00 100  1.0  1.5    MM    MM    MM  MM 1014.1  23.4    MM  21.9   MM +0.6    MM
2023 08 17 02 00  90  3.6  3.6    MM    MM    MM  MM 1014.3  23.3    MM  22.5   MM +1.5    MM
2023 08 17 01 00 150  3.1  3.6    MM    MM    MM  MM 1014.7  23.0    MM  21.4   MM +1.7    MM
2023 08 17 00 00  10  8.8 12.9    MM    MM    MM  MM 1013.5  25.1    MM  20.7   MM +0.5    MM
2023 08 16 23 00 220  3.1  4.6    MM    MM    MM  MM 1012.8  30.4    MM  24.6   MM +0.0    MM
2023 08 16 22 00 230  4.1  4.6    MM    MM    MM  MM 1013.0  30.2    MM  25.1   MM -0.7    MM
2023 08 16 21 00 230  3.6  4.1    MM    MM    MM  MM 1013.0  30.4    MM  24.5   MM -1.6    MM
2023 08 16 20 00 240  4.6  5.7    MM    MM    MM  MM 1012.9  30.2    MM  25.5   MM -2.0    MM
2023 08 16 19 00 260  4.6  5.1    MM    MM    MM  MM 1013.7  30.1    MM  25.4   MM -1.4    MM
2023 08 16 18 00 250  4.6  5.1    MM    MM    MM  MM 1014.6  30.2    MM  25.1   MM -0.6    MM
2023 08 16 17 00 230  4.1  4.6    MM    MM    MM  MM 1014.9  30.3    MM  25.5   MM +0.0    MM
2023 08 16 16 00 220  4.1  4.6    MM    MM    MM  MM 1015.1  30.1    MM  25.2   MM +0.4    MM
2023 08 16 15 00 210  3.6  5.1    MM    MM    MM  MM 1015.2  30.0    MM  25.3   MM +1.1    MM
2023 08 16 14 00 120  2.1  2.6    MM    MM    MM  MM 1014.8  28.5    MM  25.5   MM +1.0    MM
2023 08 16 13 00  60  1.5  1.5    MM    MM    MM  MM 1014.7  26.6    MM  25.5   MM +0.9    MM
2023 08 16 12 00 120  3.1  4.1    MM    MM    MM  MM 1014.1  26.7    MM  25.1   MM +1.1    MM
2023 08 16 11 00  80  2.1  2.6    MM    MM    MM  MM 1013.8  24.0    MM  23.7   MM -0.4    MM
2023 08 16 10 00  70  2.6  3.1    MM    MM    MM  MM 1013.8  23.7    MM  23.5   MM +0.3    MM
2023 08 16 09 00  60  2.6  3.1    MM    MM    MM  MM 1013.0  24.0    MM  23.8   MM -1.4    MM
2023 08 16 08 00  80  4.1  4.6    MM    MM    MM  MM 1014.2  23.8    MM  23.4   MM -0.9    MM
2023 08 16 07 00  70  2.6  3.1    MM    MM    MM  MM 1013.5  24.3    MM  23.3   MM -1.7    MM
2023 08 16 06 00  70  3.1  3.1    MM    MM    MM  MM 1014.4  24.4    MM  22.8   MM -1.0    MM
2023 08 16 05 00 350  3.1  5.1    MM    MM    MM  MM 1015.1  28.9    MM  23.7   MM -0.3    MM
2023 08 16 04 00 240  5.1  5.7    MM    MM    MM  MM 1015.2  31.0    MM  25.4   MM +0.7    MM
2023 08 16 03 00 230  5.7  6.7    MM    MM    MM  MM 1015.4  30.9    MM  26.7   MM +1.7    MM
2023 08 16 02 00 230  5.1  5.7    MM    MM    MM  MM 1015.4  30.7    MM  26.2   MM +2.2    MM
2023 08 16 01 00 220  4.1  5.1    MM    MM    MM  MM 1014.5  30.5    MM  25.9   MM +0.3    MM
2023 08 16 00 00 210  4.6  5.1    MM    MM    MM  MM 1013.7  30.3    MM  25.1   MM -1.3    MM
2023 08 15 23 00 180  2.6  3.1    MM    MM    MM  MM 1013.2  29.4    MM  22.7   MM -1.9    MM
2023 08 15 22 00 220  1.0  1.5    MM    MM    MM  MM 1014.2  26.7    MM  25.1   MM -1.5    MM
2023 08 15 21 00 160  3.6  4.6    MM    MM    MM  MM 1015.0  27.3    MM  24.0   MM -1.3    MM
2023 08 15 20 00 230  4.6  5.1    MM    MM    MM  MM 1015.1  31.3    MM  25.4   MM -1.4    MM
2023 08 15 19 00 240  4.6  5.1    MM    MM    MM  MM 1015.7  31.1    MM  26.5   MM -1.5    MM
2023 08 15 18 00 240  4.1  4.6    MM    MM    MM  MM 1016.3  30.9    MM  25.4   MM -0.9    MM
2023 08 15 17 00 220  2.1  3.1    MM    MM    MM  MM 1016.5  30.8    MM  25.9   MM -0.4    MM
2023 08 15 16 00 180  2.1  2.6    MM    MM    MM  MM 1017.2  30.0    MM  26.4   MM -0.0    MM
2023 08 15 15 00  90  1.0  1.5    MM    MM    MM  MM 1017.2  29.3    MM  26.2   MM +0.6    MM
2023 08 15 14 00  60  1.5  1.5    MM    MM    MM  MM 1016.9  28.5    MM  26.2   MM +0.9    MM
2023 08 15 13 00  80  1.5  1.5    MM    MM    MM  MM 1017.2  27.8    MM  25.7   MM +1.6    MM
2023 08 15 12 00  50  2.1  2.1    MM    MM    MM  MM 1016.6  26.4    MM  25.0   MM +1.3    MM
2023 08 15 11 00 270  3.6  4.1    MM    MM    MM  MM 1016.0  30.5    MM  26.2   MM +1.1    MM
2023 08 15 10 00 270  4.6  5.1    MM    MM    MM  MM 1015.6  30.5    MM  26.5   MM +0.3    MM
2023 08 15 09 00 250  4.6  5.1    MM    MM    MM  MM 1015.3  30.5    MM  26.6   MM -0.5    MM
2023 08 15 08 00  80  2.1  3.1    MM    MM    MM  MM 1014.9  26.2    MM  25.0   MM -1.7    MM
2023 08 15 07 00  80  1.0  1.5    MM    MM    MM  MM 1015.3  25.9    MM  24.5   MM -1.8    MM
2023 08 15 06 00 100  2.1  2.6    MM    MM    MM  MM 1015.8  26.3    MM  24.3   MM -1.5    MM
2023 08 15 05 00 110  3.1  3.6    MM    MM    MM  MM 1016.6  25.7    MM  24.3   MM -0.7    MM
2023 08 15 04 00  90  2.6  2.6    MM    MM    MM  MM 1017.1  25.8    MM  24.7   MM +0.3    MM
2023 08 15 03 00  90  3.6  4.1    MM    MM    MM  MM 1017.3  25.8    MM  24.9   MM +1.2    MM
2023 08 15 02 00  80  3.6  4.1    MM    MM    MM  MM 1017.3  26.1    MM  25.0   MM +1.3    MM
2023 08 15 01 00  50  3.6  4.6    MM    MM    MM  MM 1016.8  26.3    MM  24.8   MM -0.0    MM
2023 08 15 00 00  80  3.1  3.6    MM    MM    MM  MM 1016.1  27.8    MM  25.3   MM +0.0    MM
2023 08 14 23 00  50  1.5  2.6    MM    MM    MM  MM 1016.0  29.1    MM  26.0   MM -0.7    MM
2023 08 14 22 00 140  3.1  4.1    MM    MM    MM  MM 1016.6  29.1    MM  25.2   MM -0.0    MM
2023 08 14 21 00 140  4.1  5.1    MM    MM    MM  MM 1016.0  29.4    MM  24.7   MM -0.8    MM
2023 08 14 20 00 120  3.6  4.1    MM    MM    MM  MM 1016.7  29.7    MM  24.9   MM -0.9    MM
2023 08 14 19 00 130  1.5  1.5    MM    MM    MM  MM 1016.6  31.5    MM  25.3   MM -1.3    MM
2023 08 14 18 00  80  2.1  2.6    MM    MM    MM  MM 1016.8  30.8    MM  23.1   MM -1.2    MM
2023 08 14 17 00 250  4.1  4.6    MM    MM    MM  MM 1017.6  31.4    MM  26.7   MM -0.4    MM
2023 08 14 16 00 250  3.6  4.1    MM    MM    MM  MM 1017.9  31.5    MM  26.0   MM +0.6    MM
2023 08 14 15 00 240  2.1  2.1    MM    MM    MM  MM 1018.0  31.2    MM  26.3   MM +1.3    MM
2023 08 14 14 00 270  1.0  1.5    MM    MM    MM  MM 1018.0  30.8    MM  27.5   MM +2.3    MM
2023 08 14 13 00 320  0.5  1.0    MM    MM    MM  MM 1017.3  29.6    MM  26.5   MM +2.1    MM
2023 08 14 12 00  10  1.5  1.5    MM    MM    MM  MM 1016.7  26.8    MM  24.9   MM +2.1    MM
2023 08 14 11 00 100  1.5  1.5    MM    MM    MM  MM 1015.7  26.2    MM  25.0   MM +0.9    MM
2023 08 14 10 00  60  2.6  3.1    MM    MM    MM  MM 1015.2  26.3    MM  24.9   MM -0.3    MM
2023 08 14 09 00  30  2.6  3.1    MM    MM    MM  MM 1014.6  26.8    MM  24.8   MM -1.5    MM
2023 08 14 08 00  50  1.5  1.5    MM    MM    MM  MM 1014.8  27.6    MM  24.9   MM -2.1    MM
2023 08 14 07 00  10  1.5  2.1    MM    MM    MM  MM 1015.5  27.7    MM  24.9   MM -1.9    MM
2023 08 14 06 00  20  2.1  3.1    MM    MM    MM  MM 1016.1  27.9    MM  24.9   MM -1.6    MM
2023 08 14 05 00  30  1.0  1.5    MM    MM    MM  MM 1016.9  28.4    MM  25.1   MM +0.0    MM
2023 08 14 04 00  10  1.0  1.0    MM    MM    MM  MM 1017.4  29.5    MM  24.8   MM +1.3    MM
2023 08 14 03 00  50  1.5  2.1    MM    MM    MM  MM 1017.7  30.1    MM  25.6   MM +2.6    MM
2023 08 14 02 00 300  4.1  5.7    MM    MM    MM  MM 1017.0  32.1    MM  26.5   MM +2.4    MM
2023 08 14 01 00 290  4.1  4.6    MM    MM    MM  MM 1016.1  32.5    MM  25.4   MM +1.5    MM
2023 08 14 00 00 290  3.1  3.6    MM    MM    MM  MM 1015.1  32.8    MM  24.0   MM +0.3    MM
