#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS PTDY  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC  nmi  hPa    ft
2023 09 28 21 10  MM   MM   MM   2.0     7   6.3  98     MM    MM    MM    MM   MM   MM    MM
2023 09 27 07 40  80  9.0 11.0    MM    MM    MM  MM     MM  25.7    MM  20.7   MM   MM    MM
2023 09 27 07 30  80 10.0 12.0    MM    MM    MM  MM 1019.9  25.7  26.2  20.7   MM   MM    MM
2023 09 27 07 20  90  9.0 11.0   2.0    MM   6.1  50 1019.9  25.7  26.2  20.8   MM   MM    MM
2023 09 27 07 10  MM   MM   MM   2.0    10   6.1  50     MM    MM    MM    MM   MM   MM    MM
2023 09 27 07 00  90  9.0 11.0    MM    MM    MM  MM 1019.9  25.7  26.3  20.8   MM +2.0    MM
2023 09 27 06 50  80 10.0 12.0   2.0    10   6.1  20 1019.8  25.6  26.3  21.0   MM   MM    MM
2023 09 27 06 40  80  9.0 12.0    MM    MM    MM  MM 1019.6  25.5  26.3  21.1   MM   MM    MM
2023 09 27 06 30  90  8.0 11.0    MM    MM    MM  MM 1019.7  25.3  26.3  20.8   MM   MM    MM
2023 09 27 06 20  90  9.0 11.0   2.0    10   6.2  23 1019.6  25.4  26.3  21.2   MM   MM    MM
2023 09 27 06 10  80  8.0 10.0    MM    MM    MM  MM 1019.4  25.6  26.3  20.9   MM   MM    MM
2023 09 27 06 00  70  9.0 10.0    MM    MM    MM  MM 1019.3  25.6  26.3  20.8   MM +1.6    MM
2023 09 27 05 50  70  8.0 11.0   2.0    10   6.1  35 1019.3  25.6  26.3  20.9   MM   MM    MM
2023 09 27 05 40  80  8.0 10.0    MM    MM    MM  MM 1019.1  25.6  26.3  20.8   MM   MM    MM
2023 09 27 05 30  70  8.0 10.0    MM    MM    MM  MM 1019.1  25.6  26.3  20.9   MM   MM    MM
2023 09 27 05 20  80  8.0 10.0   1.9     9   6.1  20 1018.9  25.6  26.3  20.7   MM   MM    MM
2023 09 27 05 10  80  8.0 10.0    MM    MM    MM  MM 1018.7  25.7  26.3  21.0   MM   MM    MM
2023 09 27 05 00  80  8.0 10.0    MM    MM    MM  MM 1018.5  25.6  26.3  20.8   MM +1.1    MM
2023 09 27 04 50  80  8.0 10.0   1.8     9   5.9  33 1018.4  25.6  26.3  20.6   MM   MM    MM
2023 09 27 04 40  80  8.0 10.0    MM    MM    MM  MM 1018.2  25.6  26.3  20.8   MM   MM    MM
2023 09 27 04 30  70  8.0 10.0    MM    MM    MM  MM 1018.1  25.6  26.3  20.7   MM   MM    MM
2023 09 27 04 20  70  8.0 10.0   1.8     9   6.1  16 1018.0  25.6  26.3  20.8   MM   MM    MM
2023 09 27 04 10  70  8.0  9.0   1.8    MM   6.1  16 1018.0  25.6  26.3  20.6   MM   MM    MM
2023 09 27 04 00  80  7.0  9.0    MM    MM    MM  MM 1017.9  25.6  26.3  20.5   MM +0.5    MM
2023 09 27 03 50  80  7.0  9.0   1.8    10   6.0  14 1017.9  25.6  26.3  20.5   MM   MM    MM
2023 09 27 03 40  70  7.0 10.0    MM    MM    MM  MM 1017.9  25.6  26.3  20.5   MM   MM    MM
2023 09 27 03 30  80  7.0  9.0    MM    MM    MM  MM 1017.9  25.6  26.3  20.3   MM   MM    MM
2023 09 27 03 20  80  7.0  9.0   1.8    10   6.0  27 1017.8  25.7  26.3  20.4   MM   MM    MM
2023 09 27 03 10  80  7.0  9.0   1.8    MM   6.0  27 1017.8  25.7  26.3  20.1   MM   MM    MM
2023 09 27 03 00  80  7.0  9.0    MM    MM    MM  MM 1017.7  25.7  26.3  19.6   MM -0.0    MM
2023 09 27 02 50  90  7.0  9.0   1.7    11   5.9 358 1017.6  25.7  26.4  20.6   MM   MM    MM
2023 09 27 02 40  90  8.0  9.0   1.7    MM   5.9 358 1017.4  25.7  26.4  20.2   MM   MM    MM
2023 09 27 02 30  90  8.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  20.1   MM   MM    MM
2023 09 27 02 20  90  8.0  9.0   1.8     9   6.2   4 1017.5  25.7  26.4  20.4   MM   MM    MM
2023 09 27 02 10  80  8.0 10.0   1.8    MM   6.2   4 1017.4  25.7  26.4  20.5   MM   MM    MM
2023 09 27 02 00  90  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  20.5   MM -0.7    MM
2023 09 27 01 50  90  7.0  9.0   1.7    11   5.9  12 1017.4  25.7  26.4  20.2   MM   MM    MM
2023 09 27 01 40  90  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  20.3   MM   MM    MM
2023 09 27 01 30  90  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  20.2   MM   MM    MM
2023 09 27 01 20  90  7.0  9.0   1.9    11   6.3  19 1017.3  25.6  26.4  19.9   MM   MM    MM
2023 09 27 01 10  90  7.0  9.0   1.9    MM   6.3  19 1017.4  25.7  26.4  20.2   MM   MM    MM
2023 09 27 01 00  90  7.0  9.0    MM    MM    MM  MM 1017.4  25.7  26.4  19.8   MM -1.6    MM
2023 09 27 00 50  90  7.0  9.0   1.7    10   5.9  26 1017.4  25.6  26.4  20.1   MM   MM    MM
2023 09 27 00 40  80  7.0  9.0   1.7    MM   5.9  26 1017.6  25.6  26.4  20.4   MM   MM    MM
2023 09 27 00 30  80  7.0  9.0    MM    MM    MM  MM 1017.6  25.6  26.4  20.2   MM   MM    MM
2023 09 27 00 20  90  8.0 10.0   1.8    11   5.9  13 1017.6  25.6  26.4  20.4   MM   MM    MM
2023 09 27 00 10  90  7.0  9.0   1.8    MM   5.9  13 1017.6  25.6  26.4  20.5   MM   MM    MM
2023 09 27 00 00  80  7.0  9.0    MM    MM    MM  MM 1017.6  25.6  26.4  20.6   MM -1.9    MM
2023 09 26 23 50  90  8.0 10.0   1.8    10   6.0  26 1017.7  25.6  26.4  20.6   MM   MM    MM
2023 09 26 23 40  80  8.0 10.0   1.8    MM   6.0  26 1017.7  25.6  26.4  20.7   MM   MM    MM
2023 09 26 23 10  80  8.0 10.0   1.8    MM   5.9  12 1018.0  25.6  26.4  20.2   MM   MM    MM
2023 09 26 23 00  80  8.0 10.0    MM    MM    MM  MM 1018.1  25.6  26.4  20.3   MM -1.5    MM
2023 09 26 22 50  90  8.0  9.0   1.8    11   5.9  18 1018.2  25.5  26.4  20.5   MM   MM    MM
2023 09 26 22 40  90  8.0  9.0    MM    MM    MM  MM 1018.3  25.6  26.3  20.4   MM   MM    MM
2023 09 26 22 30  90  8.0  9.0    MM    MM    MM  MM 1018.5  25.6  26.3  20.4   MM   MM    MM
2023 09 26 22 20  90  8.0  9.0   1.7    10   5.9  43 1018.7  25.5  26.3  20.2   MM   MM    MM
2023 09 26 22 10  90  8.0 10.0   1.7    MM   5.9  43 1018.8  25.6  26.3  20.3   MM   MM    MM
2023 09 26 22 00  90  7.0  9.0    MM    MM    MM  MM 1019.0  25.6  26.3  20.6   MM -0.4    MM
2023 09 26 21 50  80  8.0  9.0   1.7     9   5.8  23 1019.2  25.6  26.3  20.5   MM   MM    MM
2023 09 26 21 40  90  8.0  9.0    MM    MM    MM  MM 1019.3  25.6  26.3  20.6   MM   MM    MM
2023 09 26 21 30  80  7.0  9.0    MM    MM    MM  MM 1019.4  25.5  26.3  20.5   MM   MM    MM
2023 09 26 21 20  90  8.0 10.0   1.8    11   6.1  20 1019.3  25.6  26.3  20.3   MM   MM    MM
2023 09 26 21 10  90  8.0 10.0   1.8    MM   6.1  20 1019.4  25.6  26.3  20.1   MM   MM    MM
2023 09 26 21 00  90  8.0  9.0    MM    MM    MM  MM 1019.5  25.6  26.3  20.2   MM +0.4    MM
2023 09 26 20 50  90  8.0  9.0   1.7    10   5.9  31 1019.5  25.6  26.3  20.3   MM   MM    MM
2023 09 26 20 40  90  8.0 10.0    MM    MM    MM  MM 1019.5  25.5  26.3  20.0   MM   MM    MM
2023 09 26 20 30  90  8.0  9.0    MM    MM    MM  MM 1019.6  25.5  26.3  20.0   MM   MM    MM
2023 09 26 20 20  90  8.0 10.0   1.7    11   6.0  47 1019.6  25.5  26.3  20.0   MM   MM    MM
2023 09 26 20 10  80  8.0 10.0   1.7    MM   6.0  47 1019.6  25.5  26.3  20.3   MM   MM    MM
2023 09 26 20 00  90  8.0 10.0    MM    MM    MM  MM 1019.6  25.5  26.3  20.1   MM +1.1    MM
2023 09 26 19 50  80  8.0 10.0   1.8    10   6.4  27 1019.6  25.5  26.3  20.1   MM   MM    MM
2023 09 26 19 40  90  8.0 10.0   1.8    MM   6.4  27 1019.6  25.5  26.3  20.0   MM   MM    MM
2023 09 26 19 30  90  8.0 10.0    MM    MM    MM  MM 1019.5  25.5  26.3  20.3   MM   MM    MM
2023 09 26 19 20  90  8.0  9.0   1.7     9   6.0  51 1019.5  25.5    MM  20.1   MM   MM    MM
2023 09 26 19 10  80  7.0  9.0   1.7    MM   6.0  51 1019.5  25.4  26.3  20.3   MM   MM    MM
2023 09 26 19 00  80  7.0  9.0    MM    MM    MM  MM 1019.4  25.4  26.3  20.1   MM +1.3    MM
2023 09 26 18 50  90  8.0 10.0   1.8    10   6.3  21 1019.4  25.4  26.3  19.8   MM   MM    MM
2023 09 26 18 40  90  8.0  9.0    MM    MM    MM  MM     MM  25.4    MM  19.9   MM   MM    MM
2023 09 26 18 30  90  8.0  9.0    MM    MM    MM  MM 1019.2  25.4  26.3  19.8   MM   MM    MM
2023 09 26 18 20  90  7.0  9.0   1.7    10   5.9  17 1019.1  25.4  26.3  19.5   MM   MM    MM
2023 09 26 18 10  90  7.0  9.0   1.7    MM   5.9  17 1019.2  25.4  26.3  19.6   MM   MM    MM
2023 09 26 18 00  90  7.0  9.0    MM    MM    MM  MM 1019.1  25.4  26.3  19.8   MM +1.4    MM
2023 09 26 17 50  90  8.0 10.0   1.6    11   6.1   3 1018.8  25.3  26.3  19.9   MM   MM    MM
2023 09 26 17 40  90  8.0 10.0    MM    MM    MM  MM 1018.8  25.3  26.3  20.2   MM   MM    MM
2023 09 26 17 30  90  8.0 10.0    MM    MM    MM  MM 1018.6  25.3  26.3  20.1   MM   MM    MM
2023 09 26 17 20  90  8.0  9.0   1.6    10   6.0  22 1018.5  25.3  26.3  20.0   MM   MM    MM
2023 09 26 17 10  90  8.0 10.0   1.6    MM   6.0  22 1018.5  25.3  26.3  19.8   MM   MM    MM
2023 09 26 17 00  90  8.0  9.0    MM    MM    MM  MM 1018.5  25.3  26.3  19.7   MM +1.1    MM
2023 09 26 16 50  90  8.0 10.0   1.7    10   6.1  13 1018.4  25.3  26.3  19.7   MM   MM    MM
2023 09 26 16 40  80  7.0  9.0    MM    MM    MM  MM 1018.3  25.2  26.3  19.7   MM   MM    MM
2023 09 26 16 30  80  7.0  9.0    MM    MM    MM  MM 1018.2  25.2  26.3  19.9   MM   MM    MM
2023 09 26 16 20  80  7.0  9.0   1.7    11   6.2  19 1018.2  25.2  26.3  20.1   MM   MM    MM
2023 09 26 16 10  80  7.0  9.0   1.7    MM   6.2  19 1018.2  25.2  26.3  20.2   MM   MM    MM
2023 09 26 16 00  80  7.0  9.0    MM    MM    MM  MM 1018.1  25.2  26.3  19.9   MM +0.6    MM
2023 09 26 15 50  80  8.0  9.0   1.7    10   6.2  54 1018.1  25.1  26.3  19.7   MM   MM    MM
2023 09 26 15 40  80  7.0  9.0    MM    MM    MM  MM 1018.0  25.2  26.3  20.1   MM   MM    MM
2023 09 26 15 30  90  7.0  9.0    MM    MM    MM  MM 1018.0  25.1  26.3  20.0   MM   MM    MM
2023 09 26 15 20  80  7.0  9.0   1.7    10   6.3  24 1017.9  25.2  26.3  19.9   MM   MM    MM
2023 09 26 15 10  80  7.0  8.0   1.7    MM   6.3  24 1017.9  25.2  26.3  19.5   MM   MM    MM
2023 09 26 15 00  90  7.0  9.0    MM    MM    MM  MM 1017.7  25.2  26.3  19.4   MM -0.0    MM
2023 09 26 14 50  80  7.0  9.0   1.6    11   6.0  12 1017.6  25.2  26.3  19.3   MM   MM    MM
2023 09 26 14 40  80  7.0  9.0    MM    MM    MM  MM 1017.5  25.1  26.3  20.2   MM   MM    MM
2023 09 26 14 30  90  7.0  9.0    MM    MM    MM  MM 1017.5  25.0  26.3  20.2   MM   MM    MM
2023 09 26 14 20  80  7.0  9.0   1.6    11   6.4  52 1017.5  25.2  26.3  20.1   MM   MM    MM
2023 09 26 14 10  80  7.0  8.0   1.6    MM   6.4  52 1017.4  25.1  26.3  19.7   MM   MM    MM
2023 09 26 14 00  80  7.0  9.0    MM    MM    MM  MM 1017.4  25.1  26.3  19.6   MM -0.6    MM
2023 09 26 13 50  80  7.0  9.0   1.7    11   6.4  42 1017.3  25.2  26.3  19.7   MM   MM    MM
2023 09 26 13 40  80  7.0  8.0    MM    MM    MM  MM 1017.3  25.1  26.3  19.1   MM   MM    MM
2023 09 26 13 30  90  7.0  9.0    MM    MM    MM  MM 1017.4  25.1  26.3  19.5   MM   MM    MM
2023 09 26 13 20  80  7.0  9.0   1.6    11   6.1  32 1017.4  25.0    MM  19.5   MM   MM    MM
2023 09 26 13 10  80  7.0  8.0   1.6    MM   6.1  32 1017.4  25.0  26.3  19.8   MM   MM    MM
2023 09 26 13 00  80  7.0  8.0    MM    MM    MM  MM 1017.5  25.1  26.3  19.7   MM -0.9    MM
2023 09 26 12 50  80  7.0  8.0   1.7    11   6.4  23 1017.5  25.1  26.3  19.2   MM   MM    MM
2023 09 26 12 40  80  7.0  9.0    MM    MM    MM  MM 1017.6  25.1  26.3  19.5   MM   MM    MM
2023 09 26 12 30  80  7.0  8.0    MM    MM    MM  MM 1017.6  25.1  26.3  20.1   MM   MM    MM
2023 09 26 12 20  90  6.0  8.0   1.5    11   6.0  34 1017.7  25.1  26.3  19.9   MM   MM    MM
2023 09 26 12 10  90  7.0  9.0   1.5    MM   6.0  34 1017.8  25.1  26.3  19.6   MM   MM    MM
2023 09 26 12 00  90  7.0  8.0    MM    MM    MM  MM 1017.9  25.2  26.3  19.6   MM -0.8    MM
2023 09 26 11 50  90  7.0  8.0   1.6    12   6.2  28 1018.0  25.2  26.3  19.6   MM   MM    MM
2023 09 26 11 40  90  7.0  8.0    MM    MM    MM  MM 1018.0  25.1  26.3  19.6   MM   MM    MM
2023 09 26 11 30  90  7.0  9.0    MM    MM    MM  MM 1018.0  25.2  26.3  19.8   MM   MM    MM
2023 09 26 11 20  80  7.0  8.0   1.6     9   6.2  86 1018.1  25.1    MM  19.6   MM   MM    MM
2023 09 26 11 10 100  7.0  9.0   1.6    MM   6.2  86 1018.0  25.1  26.3  19.9   MM   MM    MM
2023 09 26 11 00  90  7.0  9.0    MM    MM    MM  MM 1018.0  25.2  26.3  20.1   MM -0.6    MM
2023 09 26 10 50  90  7.0  9.0   1.6    11   6.4  65 1018.1  25.2  26.3  20.2   MM   MM    MM
2023 09 26 10 40  90  7.0  8.0    MM    MM    MM  MM 1018.2  25.2  26.3  20.1   MM   MM    MM
2023 09 26 10 30  90  6.0  8.0    MM    MM    MM  MM 1018.2  25.2  26.3  20.2   MM   MM    MM
2023 09 26 10 20  80  7.0  8.0   1.5    12   6.2  16 1018.3  25.2  26.3  19.7   MM   MM    MM
2023 09 26 10 10  80  7.0  9.0   1.5    MM   6.2  16 1018.4  25.3  26.3  19.6   MM   MM    MM
2023 09 26 10 00  80  7.0  8.0    MM    MM    MM  MM 1018.4  25.2  26.3  19.6   MM +0.0    MM
2023 09 26 09 50  80  7.0  9.0   1.5    12   6.3  37 1018.5  25.3  26.3  19.6   MM   MM    MM
2023 09 26 09 40  80  7.0  8.0    MM    MM    MM  MM 1018.5  25.2  26.3  19.8   MM   MM    MM
2023 09 26 09 30  80  7.0  9.0    MM    MM    MM  MM 1018.5  25.3  26.3  19.8   MM   MM    MM
2023 09 26 09 20  80  7.0  8.0   1.4    11   6.1  70 1018.5  25.3  26.3  19.7   MM   MM    MM
2023 09 26 09 10  80  7.0  9.0   1.4    MM   6.1  70 1018.6  25.3  26.3  20.0   MM   MM    MM
2023 09 26 09 00  80  7.0  8.0    MM    MM    MM  MM 1018.7  25.4  26.3  20.1   MM +0.6    MM
2023 09 26 08 50  80  7.0  9.0   1.5     8   6.2  65 1018.8  25.4  26.3  20.4   MM   MM    MM
2023 09 26 08 40  80  7.0  8.0   1.5    MM   6.2  65 1018.7  25.3  26.3  20.1   MM   MM    MM
2023 09 26 08 30  80  6.0  9.0    MM    MM    MM  MM 1018.8  25.4  26.3  20.3   MM   MM    MM
2023 09 26 08 20  80  7.0  9.0   1.5     9   6.2  65 1018.7  25.4  26.3  19.9   MM   MM    MM
2023 09 26 08 10  80  7.0  9.0   1.5    MM   6.2  65 1018.7  25.4  26.3  20.1   MM   MM    MM
2023 09 26 08 00  80  7.0  9.0    MM    MM    MM  MM 1018.6  25.5    MM  20.1   MM +0.9    MM
2023 09 26 07 50  80  7.0  9.0   1.4    11   5.9 126 1018.7  25.4  26.3  20.2   MM   MM    MM
2023 09 26 07 40  80  7.0  9.0    MM    MM    MM  MM 1018.7  25.5  26.3  20.3   MM   MM    MM
2023 09 26 07 30  80  7.0  9.0    MM    MM    MM  MM 1018.7  25.5  26.3  20.1   MM   MM    MM
2023 09 26 07 20  70  7.0  9.0   1.6     8   6.3  47 1018.6  25.4  26.3  20.2   MM   MM    MM
2023 09 26 07 10  80  7.0  8.0    MM    MM    MM  MM 1018.6  25.4  26.3  20.4   MM   MM    MM
2023 09 26 07 00  80  7.0  8.0    MM    MM    MM  MM 1018.6  25.4    MM  20.3   MM +1.6    MM
2023 09 26 06 50  80  7.0  9.0   1.5    10   6.3  89 1018.5  25.4  26.3  20.1   MM   MM    MM
2023 09 26 06 40  80  6.0  8.0   1.5    MM   6.3  89 1018.5  25.4  26.3  20.2   MM   MM    MM
2023 09 26 06 30  80  7.0  9.0    MM    MM    MM  MM 1018.3  25.4  26.4  20.1   MM   MM    MM
2023 09 26 06 20  80  6.0  8.0   1.4     8   6.1  84 1018.3  25.4  26.4  20.3   MM   MM    MM
2023 09 26 06 10  80  6.0  8.0   1.4    MM   6.1  84 1018.2  25.4  26.4  19.9   MM   MM    MM
2023 09 26 06 00  80  7.0  8.0    MM    MM    MM  MM 1018.1  25.4  26.4  20.0   MM +1.7    MM
2023 09 26 05 50  70  6.0  8.0   1.4    10   6.2  57 1018.1  25.4  26.4  20.0   MM   MM    MM
2023 09 26 05 40  70  6.0  8.0    MM    MM    MM  MM 1018.0  25.4  26.4  19.9   MM   MM    MM
2023 09 26 05 30  70  6.0  8.0    MM    MM    MM  MM 1018.0  25.4  26.4  20.0   MM   MM    MM
2023 09 26 05 20  70  6.0  8.0   1.4     9   6.2  50 1017.9  25.4  26.4  20.0   MM   MM    MM
2023 09 26 05 10  70  6.0  7.0   1.4    MM   6.2  50 1017.8  25.4  26.4  19.9   MM   MM    MM
2023 09 26 05 00  70  6.0  7.0    MM    MM    MM  MM 1017.7  25.4  26.4  19.9   MM +1.4    MM
2023 09 26 04 50  70  6.0  7.0   1.3     9   6.1  32 1017.5  25.4  26.4  19.8   MM   MM    MM
2023 09 26 04 40  70  6.0  7.0    MM    MM    MM  MM 1017.4  25.4  26.4  19.7   MM   MM    MM
2023 09 26 04 30  70  6.0  8.0    MM    MM    MM  MM 1017.3  25.4  26.4  19.6   MM   MM    MM
2023 09 26 04 20  70  6.0  7.0   1.5    10   6.6  87 1017.2  25.4  26.4  19.7   MM   MM    MM
2023 09 26 04 10  70  6.0  8.0   1.5    MM   6.6  87 1017.0  25.4  26.4  19.6   MM   MM    MM
2023 09 26 04 00  70  6.0  8.0    MM    MM    MM  MM 1017.0  25.5  26.4  19.8   MM +0.7    MM
2023 09 26 03 50  70  6.0  8.0   1.4    11   6.5 109 1016.8  25.5  26.4  19.7   MM   MM    MM
2023 09 26 03 40  70  6.0  8.0    MM    MM    MM  MM 1016.8  25.5  26.4  19.5   MM   MM    MM
2023 09 26 03 30  70  6.0  8.0    MM    MM    MM  MM 1016.6  25.5  26.5  19.3   MM   MM    MM
2023 09 26 03 20  70  6.0  8.0   1.4     9   6.6  39 1016.5  25.5  26.5  19.5   MM   MM    MM
2023 09 26 03 10  70  6.0  9.0   1.4    MM   6.6  39 1016.4  25.5  26.5  19.3   MM   MM    MM
2023 09 26 03 00  70  6.0  9.0    MM    MM    MM  MM 1016.4  25.6  26.5  19.6   MM -0.4    MM
2023 09 26 02 50  60  6.0  8.0   1.3    10   6.6  98 1016.5  25.5  26.5  19.7   MM   MM    MM
2023 09 26 02 40  70  6.0  7.0   1.3    MM   6.6  98 1016.4  25.6  26.5  19.8   MM   MM    MM
2023 09 26 02 30  70  6.0  7.0    MM    MM    MM  MM 1016.4  25.6  26.5  19.8   MM   MM    MM
2023 09 26 02 20  70  6.0  8.0   1.2     8   6.4  72 1016.3  25.6  26.5  19.9   MM   MM    MM
2023 09 26 02 10  60  6.0  8.0   1.2    MM   6.4  72 1016.3  25.5  26.5  19.9   MM   MM    MM
2023 09 26 02 00  70  5.0  7.0    MM    MM    MM  MM 1016.3  25.3  26.5  20.8   MM -1.1    MM
2023 09 26 01 50  60  5.0  6.0   1.3     8   6.6  74 1016.2  25.2  26.5  20.7   MM   MM    MM
2023 09 26 01 40  60  5.0  7.0    MM    MM    MM  MM 1016.2  25.1  26.5  20.6   MM   MM    MM
2023 09 26 01 30  70  5.0  6.0    MM    MM    MM  MM 1016.2  25.1  26.5  20.6   MM   MM    MM
2023 09 26 01 20  60  5.0  6.0   1.3    10   6.7  57 1016.2  25.1  26.5  20.4   MM   MM    MM
2023 09 26 01 10  70  5.0  8.0   1.3    MM   6.7  57 1016.3  25.2  26.5  20.5   MM   MM    MM
2023 09 26 01 00  60  5.0  7.0    MM    MM    MM  MM 1016.3  25.1  26.5  20.4   MM -1.8    MM
2023 09 26 00 50  50  5.0  6.0   1.4     9   6.4  45 1016.3  25.0  26.5  20.4   MM   MM    MM
2023 09 26 00 40  50  4.0  6.0    MM    MM    MM  MM 1016.4  24.9  26.5  20.2   MM   MM    MM
2023 09 26 00 30  50  4.0  6.0    MM    MM    MM  MM 1016.5  25.0  26.5  20.2   MM   MM    MM
2023 09 26 00 20  40  4.0  6.0   1.4    10   6.4  80 1016.6  25.0  26.5  20.1   MM   MM    MM
2023 09 26 00 10  40  4.0  6.0   1.4    MM   6.4  80 1016.7  24.9  26.5  19.9   MM   MM    MM
2023 09 26 00 00  40  4.0  6.0    MM    MM    MM  MM 1016.8  24.9  26.5  19.8   MM -1.7    MM
2023 09 25 23 50  50  5.0  6.0   1.3    11   6.4  84 1016.9  24.9  26.5  19.7   MM   MM    MM
2023 09 25 23 40  50  4.0  6.0    MM    MM    MM  MM 1016.9  25.0  26.5  19.8   MM   MM    MM
2023 09 25 23 10  40  4.0  5.0   1.3    MM   6.3 146 1017.3  25.2  26.4  19.3   MM   MM    MM
2023 09 25 23 00  20  4.0  5.0    MM    MM    MM  MM 1017.4  25.1  26.4  19.1   MM -1.4    MM
2023 09 25 22 50  20  4.0  5.0   1.4    10   6.5  69 1017.6  25.0  26.4  19.0   MM   MM    MM
2023 09 25 22 40  30  4.0  6.0   1.4    MM   6.5  69 1017.8  24.7  26.4  19.1   MM   MM    MM
2023 09 25 22 30  30  4.0  6.0    MM    MM    MM  MM 1017.8  24.6  26.4  19.6   MM   MM    MM
2023 09 25 22 20  40  5.0  7.0   1.4    11   6.2  59 1017.9  24.6  26.4  19.8   MM   MM    MM
2023 09 25 22 10  40  6.0  7.0   1.4    MM   6.2  59 1018.0  24.6  26.4  19.9   MM   MM    MM
2023 09 25 22 00  50  5.0  6.0    MM    MM    MM  MM 1018.1  24.7    MM  19.5   MM -0.6    MM
2023 09 25 21 50  80  5.0  7.0   1.4    11   6.1  80 1018.2  24.8  26.4  19.2   MM   MM    MM
2023 09 25 21 40  60  5.0  6.0    MM    MM    MM  MM 1018.3  24.9  26.4  19.1   MM   MM    MM
2023 09 25 21 30  70  6.0  8.0    MM    MM    MM  MM 1018.3  25.2  26.4  18.6   MM   MM    MM
2023 09 25 21 20  70  5.0  7.0   1.5    10   6.2  37 1018.4  24.9    MM  18.6   MM   MM    MM
2023 09 25 21 10  60  5.0  8.0   1.5    MM   6.2  37 1018.4  24.6  26.4  19.1   MM   MM    MM
2023 09 25 21 00  70  8.0 10.0    MM    MM    MM  MM 1018.5  24.6  26.4  19.7   MM +0.3    MM
2023 09 25 20 50  60  8.0 10.0   1.5    10   6.5  19 1018.6  25.0  26.4  20.3   MM   MM    MM
2023 09 25 20 40  60  7.0  8.0    MM    MM    MM  MM 1018.7  24.9  26.4  20.5   MM   MM    MM
2023 09 25 20 30  60  7.0  9.0    MM    MM    MM  MM 1018.7  25.0  26.4  20.9   MM   MM    MM
2023 09 25 20 20  50  6.0  7.0   1.4     9   6.3  75 1018.7  25.0  26.4  20.7   MM   MM    MM
2023 09 25 20 10  50  5.0  7.0   1.4    MM   6.3  75 1018.8  25.0  26.4  20.9   MM   MM    MM
2023 09 25 20 00  50  6.0  8.0    MM    MM    MM  MM 1018.8  24.9  26.4  20.9   MM +1.2    MM
2023 09 25 19 50  50  6.0  7.0   1.5     8   6.6  66 1018.7  25.0  26.4  21.0   MM   MM    MM
2023 09 25 19 40  60  5.0  7.0    MM    MM    MM  MM 1018.7  25.2  26.4  20.6   MM   MM    MM
2023 09 25 19 30  80  5.0  6.0    MM    MM    MM  MM 1018.8  25.4  26.4  20.0   MM   MM    MM
2023 09 25 19 20  80  4.0  6.0   1.5    10   6.4  73 1018.8  25.3  26.4  19.7   MM   MM    MM
2023 09 25 19 10  90  5.0  7.0   1.5    MM   6.4  73 1018.8  25.2  26.4  19.6   MM   MM    MM
2023 09 25 19 00  90  5.0  7.0    MM    MM    MM  MM 1018.7  25.3  26.3  19.6   MM +1.5    MM
2023 09 25 18 50  90  5.0  7.0   1.5     8   6.2  81 1018.6  25.3  26.3  19.2   MM   MM    MM
2023 09 25 18 40  90  5.0  7.0    MM    MM    MM  MM 1018.5  25.4  26.4  19.5   MM   MM    MM
2023 09 25 18 30  90  5.0  6.0    MM    MM    MM  MM 1018.5  25.3  26.3  19.4   MM   MM    MM
2023 09 25 18 20  80  5.0  6.0   1.5    11   6.7  96 1018.5  25.3  26.3  19.6   MM   MM    MM
2023 09 25 18 10  80  4.0  6.0   1.5    MM   6.7  96 1018.4  25.3  26.3  19.5   MM   MM    MM
2023 09 25 18 00  80  5.0  6.0    MM    MM    MM  MM 1018.2  25.3  26.3  19.7   MM +1.4    MM
2023 09 25 17 50  90  5.0  6.0   1.6     9   6.6  68 1018.1  25.3  26.3  19.8   MM   MM    MM
2023 09 25 17 40  80  4.0  6.0   1.6    MM   6.6  68 1018.0  25.3  26.3  19.5   MM   MM    MM
2023 09 25 17 30  80  5.0  6.0    MM    MM    MM  MM 1017.8  25.3  26.3  19.6   MM   MM    MM
2023 09 25 17 20  70  5.0  7.0   1.5    10   6.4  54 1017.7  25.3  26.3  19.7   MM   MM    MM
2023 09 25 17 10  80  5.0  6.0   1.5    MM   6.4  54 1017.6  25.2  26.3  19.7   MM   MM    MM
2023 09 25 17 00  80  4.0  6.0    MM    MM    MM  MM 1017.6  25.2  26.3  19.7   MM +1.2    MM
2023 09 25 16 50  90  5.0  7.0   1.5    11   6.3  98 1017.5  25.2  26.3  19.7   MM   MM    MM
2023 09 25 16 40  80  4.0  6.0    MM    MM    MM  MM 1017.4  25.2  26.3  19.8   MM   MM    MM
2023 09 25 16 30  90  4.0  6.0    MM    MM    MM  MM 1017.4  25.1  26.3  19.7   MM   MM    MM
2023 09 25 16 20  80  4.0  6.0   1.5    11   6.3 129 1017.3  25.0  26.3  19.8   MM   MM    MM
